geoid,num_surveys,detectors_found_total,no_detectors_found_prc,no_detectors_found_CI,detectors_working_total,no_detectors_working_prc,no_detectors_working_CI
#_36111,269.0,213.0,20.82,4.852081003807469,138.0,48.7,5.973145508973933
#_36113,300.0,246.0,18.0,4.347490310512491,138.0,54.0,5.639897871415758
#_36115,119.0,89.0,25.21,7.801727553486057,54.0,54.62,8.945212959948103
#_36117,106.0,82.0,22.64,7.967087382759669,40.0,62.26,9.22802250113801
#_36119,1409.0,1038.0,26.33,2.2997008158173777,682.0,51.6,2.609444753025355
#_36121,49.0,42.0,14.29,9.799183565991608,16.0,67.35,13.130111804550637
#_36123,11.0,10.0,9.09,16.988205242675658,6.0,45.45,29.42551347509041
#_37001,114.0,80.0,29.82,8.397773311890168,33.0,71.05,8.325493208086517
#_37003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_37005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_37007,3.0,3.0,0.0,0.0,3.0,0.0,0.0
#_37009,6.0,5.0,16.67,29.822835774397223,2.0,66.67,37.71927447552511
#_37011,95.0,26.0,72.63,8.965813267459199,13.0,86.32,6.910238442195756
#_37013,31.0,14.0,54.84,17.518661216192918,5.0,83.87,12.947792464678566
#_37015,20.0,13.0,35.0,20.904114427547512,8.0,60.0,21.470724254202512
#_37017,164.0,131.0,20.12,6.135743042923203,79.0,51.83,7.647387113862374
#_37019,66.0,51.0,22.73,10.110887485670029,31.0,53.03,12.040795965937358
#_37021,347.0,160.0,53.89,5.244969739074196,74.0,78.67,4.310139601288299
#_37023,50.0,30.0,40.0,13.579278331339998,14.0,72.0,12.445614167247834
#_37025,646.0,361.0,44.12,3.8290034968090394,229.0,64.55,3.6888929758122426
#_37027,10.0,8.0,20.0,24.792256855720094,4.0,60.0,30.364189434266148
#_37029,15.0,11.0,26.67,22.38013965068136,7.0,53.33,25.247311251906936
#_37031,18.0,11.0,38.89,22.521376567163916,7.0,61.11,22.521376567163916
#_37033,2.0,0.0,100.0,0.0,0.0,100.0,0.0
#_37035,437.0,229.0,47.6,4.682572095325134,140.0,67.96,4.375103099782904
#_37037,14.0,10.0,28.57,23.66396415311687,6.0,57.14,25.923178774216712
#_37039,10.0,4.0,60.0,30.364189434266148,0.0,100.0,0.0
#_37041,41.0,30.0,26.83,13.562539212720653,23.0,43.9,15.190701636037815
#_37043,11.0,6.0,45.45,29.42551347509041,4.0,63.64,28.427374541643992
#_37045,35.0,3.0,91.43,9.273780662491427,0.0,100.0,0.0
#_37047,57.0,43.0,24.56,11.174643183784985,31.0,45.61,12.930288324379273
#_37049,101.0,71.0,29.7,8.911509443099717,29.0,71.29,8.823203339081124
#_37051,1047.0,834.0,20.34,2.4382506903274983,496.0,52.63,3.0244827222694775
#_37053,33.0,27.0,18.18,13.159087612472502,17.0,48.48,17.051725556830153
#_37055,45.0,17.0,62.22,14.165952937754193,12.0,73.33,12.9211796518223
#_37057,371.0,223.0,39.89,4.982811965675909,111.0,70.08,4.659581987244033
#_37059,1.0,1.0,0.0,0.0,1.0,0.0,0.0
#_37061,2.0,1.0,50.0,69.29646455628166,0.0,100.0,0.0
#_37063,1192.0,647.0,45.72,2.8280753342348186,346.0,70.97,2.5767890374957725
#_37065,6.0,3.0,50.0,40.00833246545858,1.0,83.33,29.822835774397223
#_37067,275.0,179.0,34.91,5.634064111372406,90.0,67.27,5.545917961351066
#_37069,31.0,16.0,48.39,17.592192356031493,5.0,83.87,12.947792464678566
#_37071,116.0,51.0,56.03,9.032659118233505,27.0,76.72,7.6908238037735375
#_37073,33.0,24.0,27.27,15.194921619110415,14.0,57.58,16.862434036315484
#_37075,2.0,2.0,0.0,0.0,0.0,100.0,0.0
#_37077,40.0,27.0,32.5,14.515086978726652,12.0,70.0,14.201549211265649
#_37079,9.0,9.0,0.0,0.0,6.0,33.33,30.7976586443407
#_37081,354.0,169.0,52.26,5.203317782247289,101.0,71.47,4.703998961864292
#_37083,244.0,160.0,34.43,5.961866698043986,62.0,74.59,5.462655267343535
#_37085,141.0,106.0,24.82,7.130148323962282,58.0,58.87,8.122185195329767
#_37087,396.0,169.0,57.32,4.871624148976283,123.0,68.94,4.5576906417016225
#_37089,305.0,145.0,52.46,5.6046678945321995,89.0,70.82,5.10183908601016
#_37091,133.0,92.0,30.83,7.8483055217101,58.0,56.39,8.42799640146802
#_37093,133.0,108.0,18.8,6.640292193951455,54.0,59.4,8.346155850071588
#_37095,21.0,9.0,57.14,21.166186835926148,2.0,90.48,12.552816901397069
#_37097,107.0,47.0,56.07,9.403944604916411,20.0,81.31,7.386535913808401
#_37099,134.0,97.0,27.61,7.569656352065013,50.0,62.69,8.188708879987983
#_37101,180.0,139.0,22.78,6.127193239322553,63.0,65.0,6.968038142515837
#_37103,2.0,1.0,50.0,69.29646455628166,1.0,50.0,69.29646455628166
#_37105,131.0,99.0,24.43,7.357950606724154,59.0,54.96,8.520066342715577
#_37107,253.0,149.0,41.11,6.063038504550997,82.0,67.59,5.767353207145231
#_37109,265.0,106.0,60.0,5.898461583888105,70.0,73.58,5.308593033144203
#_37111,16.0,13.0,18.75,19.125306370095096,6.0,62.5,23.722022995520426
#_37113,22.0,6.0,72.73,18.60990232420266,3.0,86.36,14.341950952363488
#_37115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_37117,36.0,21.0,41.67,16.105067871946396,12.0,66.67,15.39882932217035
#_37119,1484.0,433.0,70.82,2.312915283343627,215.0,85.51,1.7909430122724581
#_37121,8.0,4.0,50.0,34.64823227814083,2.0,75.0,30.00624934909393
#_37123,50.0,31.0,38.0,13.454225804556721,15.0,70.0,12.702251768879407
#_37125,119.0,85.0,28.57,8.11667274224518,42.0,64.71,8.586063968191848
#_37127,10.0,8.0,20.0,24.792256855720094,5.0,50.0,30.990321069650115
#_37129,425.0,320.0,24.71,4.1007814811727545,184.0,56.71,4.71069756728736
#_37131,41.0,26.0,36.59,14.744302224050697,8.0,80.49,12.130082130138382
#_37133,832.0,698.0,16.11,2.4980278482388707,407.0,51.08,3.396746031583304
#_37135,120.0,81.0,32.5,8.380289374478664,47.0,60.83,8.73375776406315
#_37137,102.0,66.0,35.29,9.2740090329657,42.0,58.82,9.55128197747995
#_37139,46.0,38.0,17.39,10.953256490790466,17.0,63.04,13.949262244353251
#_37141,77.0,65.0,15.58,8.100598539501993,46.0,40.26,10.954188327758473
#_37143,11.0,9.0,18.18,22.79220832605261,5.0,54.55,29.42551347509041
#_37145,25.0,11.0,56.0,19.458368276913664,2.0,92.0,10.63469341354042
#_37147,131.0,98.0,25.19,7.433859260035481,40.0,69.47,7.886466722370256
#_37149,11.0,6.0,45.45,29.42551347509041,4.0,63.64,28.427374541643992
#_37151,49.0,26.0,46.94,13.973757324356251,10.0,79.59,11.28518767943183
#_37153,63.0,45.0,28.57,11.155299681616208,17.0,73.02,10.960432293177735
#_37155,322.0,211.0,34.47,5.191213148991368,116.0,63.98,5.243510084898738
#_37157,3.0,3.0,0.0,0.0,2.0,33.33,53.34310952616092
#_37159,190.0,93.0,51.05,7.1080993965742305,55.0,71.05,6.448899308776409
#_37161,178.0,91.0,48.88,7.34356750433919,43.0,75.84,6.288451233487865
#_37163,73.0,43.0,41.1,11.286861597110542,24.0,67.12,10.776718025930297
#_37165,114.0,80.0,29.82,8.397773311890168,37.0,67.54,8.595248388193143
#_37167,89.0,34.0,61.8,10.094550546783797,17.0,80.9,8.166801736710738
#_37169,16.0,7.0,56.25,24.307840170405925,5.0,68.75,22.71210786673047
#_37171,159.0,81.0,49.06,7.770531967511182,33.0,79.25,6.303274131740918
#_37173,9.0,5.0,44.44,32.46406956457144,3.0,66.67,30.7976586443407
#_37175,2.0,0.0,100.0,0.0,0.0,100.0,0.0
#_37177,16.0,10.0,37.5,23.722022995520426,4.0,75.0,21.217622392718745
#_37179,91.0,32.0,64.84,9.81027793348933,17.0,81.32,8.00797108117425
#_37181,206.0,129.0,37.38,6.6069138106795045,48.0,76.7,5.7729540889064195
#_37183,700.0,490.0,30.0,3.3948195828349994,258.0,63.14,3.5738556371515626
#_37185,117.0,88.0,24.79,7.824186577661047,30.0,74.36,7.912101345267121
#_37187,5.0,5.0,0.0,0.0,1.0,80.0,35.0615458871967
#_37189,88.0,27.0,69.32,9.635443073833757,12.0,86.36,7.170975476181744
#_37191,129.0,83.0,35.66,8.265943147432672,29.0,77.52,7.2038763807944015
#_37193,128.0,83.0,35.16,8.271742813941932,46.0,64.06,8.31253697465461
#_37195,172.0,107.0,37.79,7.246201298900414,42.0,75.58,6.420489225437068
#_37197,106.0,56.0,47.17,9.50334251513645,30.0,71.7,8.575430555228534
#_37199,2.0,1.0,50.0,69.29646455628166,1.0,50.0,69.29646455628166
#_38001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38003,2.0,2.0,0.0,0.0,2.0,0.0,0.0
#_38005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38015,110.0,63.0,42.73,9.244634954865836,32.0,70.91,8.487608363769342
#_38017,105.0,97.0,7.62,5.074904644621414,57.0,45.71,9.528552985352322
#_38019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38023,2.0,0.0,100.0,0.0,0.0,100.0,0.0
#_38025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38035,4.0,4.0,0.0,0.0,1.0,75.0,42.43524478543749
#_38037,2.0,2.0,0.0,0.0,2.0,0.0,0.0
#_38039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38041,26.0,19.0,26.92,17.04928593785585,14.0,46.15,19.162320684092517
#_38043,1.0,0.0,100.0,0.0,0.0,100.0,0.0
#_38045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38049,6.0,0.0,100.0,0.0,0.0,100.0,0.0
#_38051,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38055,19.0,0.0,100.0,0.0,0.0,100.0,0.0
#_38057,13.0,0.0,100.0,0.0,0.0,100.0,0.0
#_38059,24.0,20.0,16.67,14.911417887198612,11.0,54.17,19.93447474619451
#_38061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38067,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38069,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38071,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38077,1.0,1.0,0.0,0.0,0.0,100.0,0.0
#_38079,13.0,10.0,23.08,22.904559045274404,8.0,38.46,26.446474218169566
#_38081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38083,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38089,48.0,42.0,12.5,9.356092043868173,26.0,45.83,14.095802272426118
#_38091,1.0,0.0,100.0,0.0,0.0,100.0,0.0
#_38093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38097,1.0,1.0,0.0,0.0,1.0,0.0,0.0
#_38099,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38101,52.0,4.0,92.31,7.24172360252617,2.0,96.15,5.229490863583916
#_38103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_38105,1.0,0.0,100.0,0.0,0.0,100.0,0.0
#_39001,116.0,81.0,30.17,8.352870587388217,51.0,56.03,9.032659118233505
#_39003,419.0,255.0,39.14,4.673319189798346,131.0,68.74,4.438623525007969
#_39005,532.0,417.0,21.62,3.498087991430386,110.0,79.32,3.441651368624936
#_39007,256.0,135.0,47.27,6.115863382988129,44.0,82.81,4.621845453860936
#_39009,408.0,115.0,71.81,4.365821659251802,71.0,82.6,3.6786683652072356
#_39011,239.0,144.0,39.75,6.204463199852697,95.0,60.25,6.204463199852697
#_39013,61.0,38.0,37.7,12.162023893264141,21.0,65.57,11.923733396087973
#_39015,49.0,29.0,40.82,13.762014526950624,9.0,81.63,10.842701648574492
#_39017,298.0,220.0,26.17,4.990754819697675,115.0,61.41,5.527196151647954
#_39019,80.0,51.0,36.25,10.53428776662191,9.0,88.75,6.924230552920664
#_39021,146.0,84.0,42.47,8.018035245346358,56.0,61.64,7.887697700728786
#_39023,611.0,367.0,39.93,3.883416193994331,221.0,63.83,3.809975147961612
#_39025,248.0,158.0,36.29,5.984495125658659,89.0,64.11,5.970075845360328
#_39027,28.0,14.0,50.0,18.520259177452132,6.0,78.57,15.199052592842754
#_39029,119.0,81.0,31.93,8.376448548583033,27.0,77.31,7.525193561395652
#_39031,30.0,6.0,80.0,14.31381616946834,3.0,90.0,10.735362127101256
#_39033,226.0,162.0,28.32,5.874183034200759,96.0,57.52,6.444712445908078
#_39035,6336.0,2930.0,53.76,1.227685226659332,725.0,88.56,0.7837549617067824
#_39037,800.0,597.0,25.38,3.0156748152279285,384.0,52.0,3.462050259600516
#_39039,103.0,76.0,26.21,8.493168193067188,42.0,59.22,9.49063500108836
#_39041,193.0,154.0,20.21,5.665455153888819,111.0,42.49,6.974168985294264
#_39043,112.0,72.0,35.71,8.873882992805349,48.0,57.14,9.165227750579906
#_39045,607.0,496.0,18.29,3.0754323887853747,251.0,58.65,3.9177208778116794
#_39047,76.0,62.0,18.42,8.715372194969191,24.0,68.42,10.450735903174222
#_39049,6625.0,4540.0,31.47,1.1182833722330088,2405.0,63.7,1.1579402725822798
#_39051,44.0,36.0,18.18,11.396104163026305,18.0,59.09,14.52785403898944
#_39053,39.0,22.0,43.59,15.563069332631905,10.0,74.36,13.704161524636715
#_39055,81.0,48.0,40.74,10.700520363393894,16.0,80.25,8.670010679646547
#_39057,96.0,71.0,26.04,8.778885728838256,39.0,59.38,9.824501221945061
#_39059,109.0,73.0,33.03,8.82952333568539,40.0,63.3,9.048523310007171
#_39061,3751.0,2491.0,33.59,1.5114865304071483,1476.0,60.65,1.5634007293639869
#_39063,351.0,263.0,25.07,4.534271765664282,143.0,59.26,5.1403637116320136
#_39065,107.0,83.0,22.43,7.903613875978554,53.0,50.47,9.473599021303816
#_39067,15.0,12.0,20.0,20.242792956177432,3.0,80.0,20.242792956177432
#_39069,80.0,66.0,17.5,8.32639627930355,39.0,51.25,10.953308575494438
#_39071,10.0,5.0,50.0,30.990321069650115,4.0,60.0,30.364189434266148
#_39073,132.0,111.0,15.91,6.239881925747692,56.0,57.58,8.431217018157742
#_39075,341.0,210.0,38.42,5.1627061232870135,60.0,82.4,4.0420233834378125
#_39077,65.0,50.0,23.08,10.243230203978252,20.0,69.23,11.220450831035814
#_39079,37.0,31.0,16.22,11.878204890493366,7.0,81.08,12.620386208336399
#_39081,50.0,31.0,38.0,13.454225804556721,11.0,78.0,11.482321716447418
#_39083,344.0,265.0,22.97,4.445158965478298,98.0,71.51,4.7698691317916255
#_39085,62.0,46.0,25.81,10.892483592382527,17.0,72.58,11.10458758276172
#_39087,190.0,95.0,50.0,7.109667251078114,38.0,80.0,5.687733800862491
#_39089,573.0,456.0,20.42,3.3007193308130263,235.0,58.99,4.027289437838514
#_39091,117.0,74.0,36.75,8.73619012777984,37.0,68.38,8.425751017762947
#_39093,525.0,369.0,29.71,3.909079628966388,112.0,78.67,3.5040994424245437
#_39095,1508.0,1138.0,24.54,2.171956286325354,699.0,53.65,2.516895202732617
#_39097,85.0,60.0,29.41,9.68647387979754,31.0,63.53,10.233022235741329
#_39099,844.0,479.0,43.25,3.3424185804331334,133.0,84.24,2.4582278448612502
#_39101,633.0,428.0,32.39,3.6455676211849246,230.0,63.67,3.7467467581574065
#_39103,56.0,37.0,33.93,12.400983826293784,12.0,78.57,10.747353156010089
#_39105,412.0,134.0,67.48,4.52345494282919,86.0,79.13,3.9240928124075194
#_39107,406.0,302.0,25.62,4.246300298962088,203.0,50.0,4.863658336457559
#_39109,365.0,294.0,19.45,4.060712237951866,196.0,46.3,5.11549044127682
#_39111,72.0,56.0,22.22,9.602754363665088,36.0,50.0,11.549410759380276
#_39113,1328.0,906.0,31.78,2.504320091843221,522.0,60.69,2.6270426553698227
#_39115,46.0,7.0,84.78,10.380808700339461,2.0,95.65,5.894734798769665
#_39117,105.0,75.0,28.57,8.640857977770494,36.0,65.71,9.079478362108697
#_39119,279.0,169.0,39.43,5.734507764234391,101.0,63.8,5.6392142415099595
#_39121,6.0,5.0,16.67,29.822835774397223,3.0,50.0,40.00833246545858
#_39123,98.0,65.0,33.67,9.356632894369639,31.0,68.37,9.207154257423952
#_39125,121.0,67.0,44.63,8.85755976551496,44.0,63.64,8.571175920866768
#_39127,78.0,44.0,43.59,11.004751861180416,24.0,69.23,10.24282337589317
#_39129,166.0,146.0,12.05,4.952374431121308,73.0,56.02,7.5509430031691025
#_39131,57.0,37.0,35.09,12.389852386473233,8.0,85.96,9.018834154088177
#_39133,73.0,55.0,24.66,9.887898173435,17.0,76.71,9.696285108042067
#_39135,45.0,38.0,15.56,10.59079893559604,17.0,62.22,14.165952937754193
#_39137,143.0,110.0,23.08,6.905984394701463,74.0,48.25,8.190150617227202
#_39139,208.0,138.0,33.65,6.421513527258915,38.0,81.73,5.25151278358473
#_39141,482.0,395.0,18.05,3.4335678539194303,164.0,65.98,4.229663937917271
#_39143,153.0,113.0,26.14,6.9625415391164145,87.0,43.14,7.84790711064134
#_39145,495.0,226.0,54.34,4.388147755640565,78.0,84.24,3.209894492063847
#_39147,183.0,152.0,16.94,5.43479532154651,105.0,42.62,7.165021883042708
#_39149,237.0,180.0,24.05,5.44130823032329,119.0,49.79,6.36572791766093
#_39151,1317.0,939.0,28.7,2.4431430545127664,279.0,78.82,2.2067054978541387
#_39153,3080.0,1870.0,39.29,1.7248520291739389,484.0,84.29,1.2851589129895038
#_39155,658.0,436.0,33.74,3.612778863741576,130.0,80.24,3.0425102827148396
#_39157,305.0,232.0,23.93,4.7883314976797635,49.0,83.93,4.121665106845
#_39159,78.0,64.0,17.95,8.516875311810256,38.0,51.28,11.092678298215104
#_39161,121.0,65.0,46.28,8.88439917954431,33.0,72.73,7.935289013655893
#_39163,41.0,29.0,29.27,13.927633605104953,10.0,75.61,13.144971904004707
#_39165,74.0,53.0,28.38,10.2722023382446,30.0,59.46,11.18650796262345
#_39167,151.0,68.0,54.97,7.935630531815568,50.0,66.89,7.5063322939735135
#_39169,191.0,132.0,30.89,6.552677414750409,58.0,69.63,6.521687446235632
#_39171,261.0,230.0,11.88,3.925376175428374,84.0,67.82,5.667711431801751
#_39173,177.0,132.0,25.42,6.414582584039091,80.0,54.8,7.332109375002916
#_39175,95.0,74.0,22.11,8.345060545105332,47.0,50.53,10.054022967821075
#_40001,20.0,7.0,65.0,20.904114427547512,3.0,85.0,15.649345034217886
#_40003,6.0,4.0,33.33,37.71927447552511,3.0,50.0,40.00833246545858
#_40005,39.0,8.0,79.49,12.672515950225431,5.0,87.18,10.492433195549872
#_40007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_40009,29.0,19.0,34.48,17.299264755514304,5.0,82.76,13.747886693823412
#_40011,20.0,8.0,60.0,21.470724254202512,5.0,75.0,18.977618396416343
#_40013,303.0,200.0,33.99,5.333535692481142,60.0,80.2,4.486984159932498
#_40015,303.0,122.0,59.74,5.522099802656146,44.0,85.48,3.9668914995881783
#_40017,166.0,121.0,27.11,6.7623985250119905,59.0,64.46,7.281249110632347
#_40019,230.0,100.0,56.52,6.406753246569965,35.0,84.78,4.642438783076057
#_40021,10.0,1.0,90.0,18.59419264179007,0.0,100.0,0.0
#_40023,54.0,19.0,64.81,12.737665375831893,7.0,87.04,8.958207820764148
#_40025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_40027,96.0,73.0,23.96,8.538565529798706,43.0,55.21,9.94763541073958
#_40029,47.0,14.0,70.21,13.075005508676274,9.0,80.85,11.249456576946097
#_40031,230.0,140.0,39.13,6.307376100546021,77.0,66.52,6.099033211825996
#_40033,125.0,36.0,71.2,7.938479096653212,21.0,83.2,6.554164975647164
#_40035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_40037,54.0,24.0,55.56,13.253400901236214,12.0,77.78,11.088305633647783
#_40039,17.0,11.0,35.29,22.716590000728026,5.0,70.59,21.659614057503422
#_40041,42.0,21.0,50.0,15.121728296285008,5.0,88.1,9.792483784345352
#_40043,25.0,21.0,16.0,14.370957379381514,11.0,56.0,19.458368276913664
#_40045,22.0,11.0,50.0,20.893670202849822,6.0,72.73,18.60990232420266
#_40047,117.0,68.0,41.88,8.939830400961123,41.0,64.96,8.645063693734011
#_40049,177.0,84.0,52.54,7.3566202682242245,32.0,81.92,5.669746258115298
#_40051,67.0,36.0,46.27,11.939244334296449,19.0,71.64,10.793183775399742
#_40053,12.0,10.0,16.67,21.087929410289036,6.0,50.0,28.29016319029166
#_40055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_40057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_40059,22.0,12.0,45.45,20.80698011813256,8.0,63.64,20.10118930972629
#_40061,20.0,4.0,80.0,17.53077294359835,2.0,90.0,13.148079707698765
#_40063,65.0,32.0,50.77,12.153962516467306,25.0,61.54,11.82722282340455
#_40065,91.0,50.0,45.05,10.222723662357456,22.0,75.82,8.7974217677681
#_40067,1.0,1.0,0.0,0.0,1.0,0.0,0.0
#_40069,21.0,6.0,71.43,19.32154582221619,1.0,95.24,9.106669883845214
#_40071,114.0,97.0,14.91,6.538554217465574,88.0,22.81,7.702767845118367
#_40073,2.0,1.0,50.0,69.29646455628166,1.0,50.0,69.29646455628166
#_40075,46.0,19.0,58.7,14.228896880460642,10.0,78.26,11.920016242183273
#_40077,28.0,4.0,85.71,12.963101383542446,2.0,92.86,9.537630674334165
#_40079,103.0,38.0,63.11,9.318389867082802,14.0,86.41,6.618036985698831
#_40081,161.0,101.0,37.27,7.468965845649467,76.0,52.8,7.711362051910944
#_40083,91.0,27.0,70.33,9.38565220749203,7.0,92.31,5.474228490214572
#_40085,12.0,7.0,41.67,27.894795813556335,4.0,66.67,26.67155476308046
#_40087,36.0,28.0,22.22,13.580345457232587,13.0,63.89,15.690435909106471
#_40089,35.0,13.0,62.86,16.007746096936945,5.0,85.71,11.594550357128993
#_40091,29.0,12.0,58.62,17.925662799230718,10.0,65.52,17.299264755514304
#_40093,86.0,59.0,31.4,9.809203120563112,32.0,62.79,10.21602441757385
#_40095,217.0,147.0,32.26,6.21986533699264,99.0,54.38,6.627098818560633
#_40097,3.0,2.0,33.33,53.34310952616092,2.0,33.33,53.34310952616092
#_40099,15.0,5.0,66.67,23.855763806342484,1.0,93.33,12.626529324561048
#_40101,156.0,81.0,48.08,7.84049249735153,39.0,75.0,6.7950774037590564
#_40103,12.0,6.0,50.0,28.29016319029166,2.0,83.33,21.087929410289036
#_40105,2.0,0.0,100.0,0.0,0.0,100.0,0.0
#_40107,2.0,1.0,50.0,69.29646455628166,1.0,50.0,69.29646455628166
#_40109,1772.0,939.0,47.01,2.3238939105215017,501.0,71.73,2.096705972275577
#_40111,22.0,12.0,45.45,20.80698011813256,6.0,72.73,18.60990232420266
#_40113,25.0,13.0,48.0,19.584313722977377,9.0,64.0,18.816
#_40115,59.0,23.0,61.02,12.444776018821877,7.0,88.14,8.250094689379559
#_40117,17.0,4.0,76.47,20.164530721279178,3.0,82.35,18.12323689436884
#_40119,190.0,115.0,39.47,6.9502139060455885,87.0,54.21,7.0844199322174575
#_40121,271.0,139.0,48.71,5.951094411874222,83.0,69.37,5.488210641714007
#_40123,89.0,50.0,43.82,10.30832546485792,24.0,73.03,9.22045158083956
#_40125,725.0,370.0,48.97,3.6388562899218,218.0,69.93,3.3379939580036635
#_40127,16.0,2.0,87.5,16.205226780270618,0.0,100.0,0.0
#_40129,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_40131,13.0,9.0,30.77,25.089690796390087,2.0,84.62,19.61096991474218
#_40133,100.0,71.0,29.0,8.893736222758127,57.0,43.0,9.703484734877465
#_40135,54.0,20.0,62.96,12.88033148687765,10.0,81.48,10.36108395530549
#_40137,40.0,14.0,65.0,14.781441066418388,5.0,87.5,10.249085325042426
#_40139,21.0,13.0,38.1,20.77084841791495,3.0,85.71,14.968500146641283
#_40141,52.0,26.0,50.0,13.590154807518113,11.0,78.85,11.099679382063941
#_40143,610.0,329.0,46.07,3.9556282525527404,146.0,76.07,3.385861672578499
#_40145,142.0,60.0,57.75,8.12458618664516,24.0,83.1,6.163902541021497
#_40147,79.0,42.0,46.84,11.003819428415051,8.0,89.87,6.653568298346345
#_40149,8.0,5.0,37.5,33.54800664719143,1.0,87.5,22.91765149399039
#_40151,1.0,1.0,0.0,0.0,1.0,0.0,0.0
#_40153,6.0,5.0,16.67,29.822835774397223,5.0,16.67,29.822835774397223
#_41001,9.0,8.0,11.11,20.531387474466175,4.0,55.56,32.46406956457144
#_41003,52.0,41.0,21.15,11.099679382063941,17.0,67.31,12.749749588973833
#_41005,250.0,215.0,14.0,4.3012958047546554,128.0,48.8,6.1962789143162365
#_41007,49.0,37.0,24.49,12.040781044433952,16.0,67.35,13.130111804550637
#_41009,123.0,117.0,4.88,3.807582722235548,75.0,39.02,8.620666776392271
#_41011,12.0,9.0,25.0,24.5,8.0,33.33,26.67155476308046
#_41013,136.0,113.0,16.91,6.299887591807632,81.0,40.44,8.24839661167729
#_41015,53.0,32.0,39.62,13.168063934827249,18.0,66.04,12.749862748384452
#_41017,524.0,471.0,10.11,2.5812002344018827,334.0,36.26,4.116331640583296
#_41019,238.0,181.0,23.95,5.422130436515543,99.0,58.4,6.262109849300463
#_41021,4.0,0.0,100.0,0.0,0.0,100.0,0.0
#_41023,144.0,112.0,22.22,6.790172728616294,81.0,43.75,8.102613390135309
#_41025,6.0,6.0,0.0,0.0,5.0,16.67,29.822835774397223
#_41027,54.0,53.0,1.85,3.5941004231729323,40.0,25.93,11.68911475290865
#_41029,792.0,631.0,20.33,2.80291274584281,445.0,43.81,3.455489862479265
#_41031,252.0,190.0,24.6,5.317518719603471,104.0,58.73,6.078592583082955
#_41033,711.0,614.0,13.64,2.5228113313441356,408.0,42.62,3.63503222793352
#_41035,129.0,66.0,48.84,8.626096489358378,38.0,70.54,7.866749389973673
#_41037,4.0,4.0,0.0,0.0,4.0,0.0,0.0
#_41039,1040.0,820.0,21.15,2.4819637626747837,442.0,57.5,3.004469427113802
#_41041,157.0,130.0,17.2,5.903174713174896,75.0,52.23,7.813468735296266
#_41043,226.0,159.0,29.65,5.9545130515782665,82.0,63.72,6.268640649020222
#_41045,19.0,10.0,47.37,22.451618200922624,5.0,73.68,19.801451297369727
#_41047,647.0,569.0,12.06,2.509405326895645,310.0,52.09,3.849410221399124
#_41049,6.0,4.0,33.33,37.71927447552511,3.0,50.0,40.00833246545858
#_41051,739.0,580.0,21.52,2.963019317199963,312.0,57.78,3.561080042215226
