STCNTY,ST_ABBR,COUNTY,E_TOTPOP,avg_tot_fire_rate_per_cap,std_tot_fire_rate_per_cap,avg_sev_fire_rate_per_cap,std_sev_fire_rate_per_cap,2009_tot_fire_rate_per_cap,2009_sev_fire_rate_per_cap,2010_tot_fire_rate_per_cap,2010_sev_fire_rate_per_cap,2011_tot_fire_rate_per_cap,2011_sev_fire_rate_per_cap,2012_tot_fire_rate_per_cap,2012_sev_fire_rate_per_cap,2013_tot_fire_rate_per_cap,2013_sev_fire_rate_per_cap,2014_tot_fire_rate_per_cap,2014_sev_fire_rate_per_cap,2015_tot_fire_rate_per_cap,2015_sev_fire_rate_per_cap,2016_tot_fire_rate_per_cap,2016_sev_fire_rate_per_cap
17105,IL,Livingston,37278.0,0.0005398626535758356,0.00013253715373496905,0.00014754010408283706,7.587389679559499e-05,0.0005901604163313482,0.0002682547346960674,0.0004023821020441011,0.00010730189387842696,0.0004023821020441011,5.365094693921348e-05,0.0005096839959225281,0.00021460378775685392,0.0007779387306185954,0.0001341273673480337,0.0005096839959225281,0.00021460378775685392,0.00045603304898331453,0.00010730189387842696,0.0006706368367401684,8.047642040882022e-05
17107,IL,Logan,29820.0,0.0009138162307176391,0.00020417944640343087,0.000255700871898055,7.800450075660526e-05,0.0006036217303822937,0.00023474178403755868,0.0008718980549966465,0.00040241448692152917,0.0007712944332662643,0.0003018108651911469,0.0008718980549966465,0.0003018108651911469,0.0008048289738430583,0.00023474178403755868,0.001039570757880617,0.00016767270288397049,0.0011066398390342052,0.00016767270288397049,0.0012407780013413815,0.00023474178403755868
17109,IL,McDonough,31727.0,0.0005200617770353327,0.00013790320845348986,0.00013001544425883315,9.294830159685088e-05,0.0007249345982916759,0.00028367006020109056,0.0002521511646231916,9.455668673369685e-05,0.0005043023292463832,0.0001260755823115958,0.0006303779115579791,0.00022063226904529265,0.00047278343366848426,6.30377911557979e-05,0.0005673401204021811,0.0001891133734673937,0.00047278343366848426,3.151889557789895e-05,0.0005358212248242821,3.151889557789895e-05
17111,IL,McHenry,307083.0,0.0004103125213704438,5.451860148919612e-05,0.00011275453216231443,1.774583080058854e-05,0.0004103125213704438,0.00011071925179837373,0.00041682541853505406,0.0001009499060514584,0.0004721850444342409,0.00010746280321606862,0.0004786979415988511,0.00014979663478603504,0.0003972867270412234,0.00011071925179837373,0.0004363641100288847,0.00012700149470989928,0.0003451835497243416,9.769345746915329e-05,0.00032564485823051095,9.769345746915329e-05
17113,IL,McLean,173254.0,0.0005923384164290579,0.00013518429898701586,0.0001479042330912995,3.64963777554574e-05,0.0003001373705657589,7.503434264143973e-05,0.000577187251087998,0.0001385249402611195,0.0005887309961097579,0.00018469992034815934,0.0006868528287947176,0.00015584055779375945,0.0005945028686206379,0.00015584055779375945,0.0006118184861532779,0.0001673843028155194,0.0007734309164579172,0.00018469992034815934,0.0006060466136423979,0.00012120932272847957
17115,IL,Macon,108404.0,0.001071224309066086,0.00021433196006667796,0.0003689900741670049,7.558830406732481e-05,0.0011807682373344158,0.00038743957787535515,0.0011530939817718903,0.0003320910667503044,0.0011623187336260654,0.0004981366001254566,0.001199217741042766,0.00039666432972953027,0.0006088336223755581,0.00025829305191690344,0.001125419726209365,0.0003597653223128298,0.0012453415003136415,0.00042433858529205567,0.0008948009298549869,0.00029519205933360395
17117,IL,Macoupin,46482.0,0.0006615464050600232,0.0001289541040304834,0.00027429972892732674,7.430352396772074e-05,0.0006238974226582333,0.00023665074652553676,0.0004733014930510735,0.00023665074652553676,0.0006669248311174218,0.00023665074652553676,0.0005808700141990448,0.000258164450755131,0.00086054816918377,0.0004087603803622908,0.0007960070564949873,0.000344219267673508,0.0007314659438062046,0.0003011918592143195,0.0005593563099694505,0.000172109633836754
17119,IL,Madison,266759.0,0.000841583601677919,0.00014561461988485644,0.0002563175000656023,5.7690963288191474e-05,0.0007722326144572442,0.00021367601467991708,0.000588546215872754,0.00019493250462027524,0.0008247144426242413,0.0002586604388230575,0.0009259293969463073,0.00030739356497812634,0.0009859086291371612,0.0003373831810735533,0.0009971547351729463,0.00028865005491848447,0.0009334268009701641,0.00027740394888269937,0.0007047559782425335,0.000172440292548705
17121,IL,Marion,38503.0,0.0012206841025374647,0.0002652270658043197,0.00040256603381554686,8.669692859219077e-05,0.0012466561047191128,0.0004934680414513155,0.0008830480741760382,0.0003895800327247228,0.0013245721112640574,0.0004415240370880191,0.0010388800872659274,0.0003116640261797782,0.0008830480741760382,0.00025972002181648185,0.0015063761265355945,0.0004674960392696673,0.0012986001090824091,0.0004934680414513155,0.0015842921330805392,0.00036360803054307455
17123,IL,Marshall,12060.0,0.0004975124378109452,0.0002939984280026263,0.0001451077943615257,7.349960700065658e-05,0.0009950248756218905,0.0001658374792703151,0.0001658374792703151,8.291873963515754e-05,0.00041459369817578774,8.291873963515754e-05,0.0004975124378109452,0.0002487562189054726,0.0005804311774461028,0.0002487562189054726,0.0008291873963515755,0.0001658374792703151,0.0002487562189054726,8.291873963515754e-05,0.0002487562189054726,8.291873963515754e-05
17125,IL,Mason,13931.0,0.0010857081329409231,0.00039023183249044474,0.0002871294235876822,0.00014356471179384107,0.001220300050247649,0.00028712942358768214,0.0007896059148661259,0.00028712942358768214,0.0007178235589692054,0.00021534706769076162,0.0010049529825568876,7.178235589692053e-05,0.0008613882707630465,0.00021534706769076162,0.0015074294738353312,0.0005742588471753643,0.0007896059148661259,0.00028712942358768214,0.0017945588974230134,0.0003589117794846027
17127,IL,Massac,14883.0,0.0016545723308472756,0.0003150246452707123,0.0007390983000739099,0.00029616242156518965,0.0020829133911173824,0.0007390983000739098,0.0013438150910434724,0.0005375260364173889,0.0017469596183565142,0.0007390983000739098,0.0014110058455956461,0.0003359537727608681,0.0017469596183565142,0.0012094335819391251,0.0012766243364912989,0.0008062890546260835,0.0020829133911173824,0.0010750520728347779,0.0015453873546999932,0.00047033528186521536
17129,IL,Menard,12576.0,0.0005864344783715013,0.00022059826524375742,0.00016897264631043256,0.00011591427908009901,0.00023854961832061068,0.00023854961832061068,0.0008746819338422392,0.0003975826972010178,0.0003180661577608143,0.00015903307888040714,0.0005566157760814249,0.0,0.0006361323155216285,0.00015903307888040714,0.0007156488549618321,0.00015903307888040714,0.0005566157760814249,7.951653944020357e-05,0.0007951653944020356,0.00015903307888040714
17131,IL,Mercer,15971.0,0.00035220086406611987,0.00026761576495754345,9.392023041763196e-05,8.854884242521415e-05,0.0008139753302861437,0.00018784046083526393,0.0003130674347254399,0.00018784046083526393,0.0002504539477803519,0.0,6.261348694508798e-05,0.0,0.00037568092167052786,0.00012522697389017595,0.00018784046083526393,0.0,0.00012522697389017595,6.261348694508798e-05,0.0006887483563959677,0.00018784046083526393
17133,IL,Monroe,33703.0,0.0003560513900839688,0.00011973878452384939,5.1924161053912116e-05,5.1999797162547196e-05,0.000445064237604961,2.9670949173664067e-05,0.0003560513900839688,0.0,0.0005637480342996173,0.00014835474586832032,0.00038572233925763286,2.9670949173664067e-05,0.00029670949173664065,8.90128475209922e-05,0.0003263804409103047,8.90128475209922e-05,0.0003263804409103047,2.9670949173664067e-05,0.00014835474586832032,0.0
17135,IL,Montgomery,29301.0,0.0006441759666905567,0.0001216069355140187,0.0002943585543155524,7.938617154916108e-05,0.00047779939251220096,0.00017064264018292892,0.0005119279205487867,0.000307156752329272,0.0005801849766219583,0.00034128528036585785,0.0006484420326951299,0.0002047711682195147,0.0007166990887683014,0.0003754138084024436,0.0006484420326951299,0.00023889969625610048,0.0007166990887683014,0.00034128528036585785,0.0008532132009146445,0.0003754138084024436
17137,IL,Morgan,34801.0,0.0008476767908968134,0.0002642531116007518,0.0003555932300795954,0.00010410172657530991,0.0007758397747191173,0.00031608287118186257,0.00043102209706617626,0.00031608287118186257,0.0012930662911985289,0.000344817677652941,0.0008333093876612741,0.0004597569035372547,0.0007471049682480389,0.0004884917100083331,0.0008907790006034309,0.0004597569035372547,0.000689635355305882,0.00025861325823970575,0.0011206574523720584,0.0002011436452975489
17139,IL,Moultrie,14915.0,0.0004274220583305397,0.00021780932505659358,0.0001340931947703654,0.00013409319477036542,0.0002681863895407308,6.70465973851827e-05,0.0004022795843110962,0.0,0.0004693261816962789,0.0002681863895407308,0.0002681863895407308,6.70465973851827e-05,0.0001340931947703654,0.0,0.0007375125712370097,0.0002681863895407308,0.0007375125712370097,0.00033523298692591353,0.0004022795843110962,6.70465973851827e-05
17141,IL,Ogle,52034.0,0.0004396164046584926,0.00018981668046428183,0.00012972287350578466,5.0062273922024795e-05,0.00044201868009378486,0.00015374562785870776,0.00028827305223507707,9.609101741169235e-05,0.00028827305223507707,5.765461044701541e-05,0.00026905484875273857,7.687281392935388e-05,0.0003843640696467694,0.00017296383134104623,0.0005957643079524926,0.00011530922089403083,0.0008263827497405542,0.0001921820348233847,0.00042280047661144636,0.00017296383134104623
17143,IL,Peoria,186818.0,0.0012137481399008662,0.00016960267149096521,0.00030845528803434357,8.813858300632226e-05,0.0012472031602950464,0.00037469622841482085,0.0012097335374535645,0.00034257940883640763,0.0012418503570319776,0.00036934342515175197,0.0012418503570319776,0.00028905137620571894,0.0013435536190302862,0.0003104625892579944,0.0013542592255564238,0.00034257940883640763,0.0012579087668211843,0.00033722660557333875,0.0008136260959864681,0.00010170326199830852
17145,IL,Perry,21595.0,0.0007524890020838157,0.000464226387028558,0.0004283398934938643,0.00031186715354276895,0.0002778420930771012,4.6307015512850196e-05,0.00032414910858995135,0.0001389210465385506,0.00037045612410280157,0.0002778420930771012,0.0012502894188469553,0.0007872192637184534,0.0012965964343598054,0.0009261403102570039,0.0013429034498726557,0.0006019912016670526,0.0005556841861542024,0.00032414910858995135,0.0006019912016670526,0.00032414910858995135
17147,IL,Piatt,16469.0,0.00037191086283320184,0.00023946819155427337,7.590017608840853e-05,7.782742661505322e-05,6.072014087072682e-05,0.0,0.00012144028174145364,0.0,0.00012144028174145364,6.072014087072682e-05,0.00042504098609508776,0.00018216042261218047,0.00042504098609508776,0.00012144028174145364,0.0006072014087072683,6.072014087072682e-05,0.0005464812678365414,0.00018216042261218047,0.000667921549577995,0.0
17149,IL,Pike,16054.0,0.0007941945932477887,0.00033749988909773944,0.00034259374610688925,0.0001823657791731406,0.0008097670362526473,0.00024915908807773764,0.00043602840413604086,0.00012457954403886882,0.0005606079481749096,0.00031144886009717206,0.0006851874922137785,0.00037373863211660643,0.0007474772642332129,0.00037373863211660643,0.0015572443004858603,0.0007474772642332129,0.0008720568082720817,0.00024915908807773764,0.0006851874922137785,0.00031144886009717206
17151,IL,Pope,4255.0,0.00017626321974148062,0.00020832086026508067,8.813160987074031e-05,0.00012163317732238909,0.0004700352526439483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023501762632197415,0.00023501762632197415,0.0004700352526439483,0.00023501762632197415,0.00023501762632197415,0.00023501762632197415
17153,IL,Pulaski,5792.0,0.0006258632596685083,0.000560881575141418,0.000237396408839779,0.0003445322376849594,0.0005179558011049724,0.00017265193370165745,0.0005179558011049724,0.0,0.0,0.0,0.0005179558011049724,0.00017265193370165745,0.0006906077348066298,0.00017265193370165745,0.0017265193370165745,0.0010359116022099447,0.0010359116022099447,0.0003453038674033149,0.0,0.0
