,COUNT
48457,84
39159,84
26847,83
33156,83
45661,83
40205,83
30549,83
37725,83
29040,83
40047,83
80232,83
60015,83
68310,83
33611,83
38680,83
65742,83
28173,83
74525,83
08731,83
53916,83
06804,83
15642,83
54868,83
53190,83
87109,83
27214,83
02648,83
95765,83
96022,83
92111,83
21851,83
38631,83
33442,83
39428,83
34610,83
96707,83
80222,83
28270,83
46234,83
22408,83
27006,83
47129,83
95117,83
05156,83
55068,83
60404,83
58503,83
02035,83
33935,83
52802,83
63501,83
63132,83
83638,83
31788,83
10990,83
48933,83
21783,83
28711,83
19130,83
21108,83
39191,83
33972,83
77041,83
26354,82
33772,82
91360,82
06405,82
26037,82
04473,82
36066,82
33406,82
29620,82
75407,82
38879,82
97520,82
39305,82
35555,82
24558,82
98043,82
03031,82
65747,82
89002,82
44615,82
34736,82
08078,82
43074,82
20852,82
41339,82
80908,82
44510,82
08608,82
92805,82
14564,82
60195,82
33761,82
64083,82
28713,82
76131,82
68112,82
44241,82
60459,82
36274,82
58078,82
55025,82
64507,82
92128,82
85226,82
33428,82
02911,82
49461,82
93704,82
21244,82
20815,82
44140,82
39421,82
61571,82
78214,82
48653,82
85716,82
49457,82
78703,82
66713,82
12118,82
55306,82
11735,81
35016,81
93933,81
02048,81
54501,81
46107,81
49010,81
90023,81
98126,81
37210,81
32750,81
29042,81
74301,81
22301,81
75065,81
92116,81
79015,81
31326,81
50208,81
33541,81
95816,81
80209,81
76550,81
66209,81
23664,81
72373,81
33594,81
59937,81
13209,81
39845,81
68124,81
98596,81
01473,81
55734,81
07004,81
77007,81
08010,81
77406,81
31513,81
77477,81
91911,81
06482,81
49938,81
88203,81
76002,81
05855,81
75148,81
48226,81
26452,81
94947,81
48415,81
52246,81
48072,81
07657,81
28277,81
33321,81
98550,81
48750,81
96786,81
93619,81
33073,81
15205,81
66086,80
19087,80
03857,80
46402,80
84065,80
92127,80
60950,80
48075,80
75088,80
60053,80
52577,80
97523,80
29330,80
95666,80
77013,80
95827,80
93644,80
95831,80
29812,80
47805,80
92057,80
33544,80
29669,80
44839,80
10980,80
10552,80
22302,80
53965,80
50588,80
04530,80
48169,80
72638,80
51601,80
07001,80
43019,80
92029,80
15003,80
48105,80
40359,80
74016,80
02743,80
30705,80
20109,80
48854,80
95128,80
02889,80
60076,80
07022,80
63016,80
60546,80
13850,80
27025,80
66202,80
70615,80
76109,80
64080,80
60118,80
15148,80
93033,80
06403,80
22307,80
47842,80
37745,80
22209,80
46135,80
87015,79
39439,79
21046,79
38474,79
77591,79
63628,79
90000,79
38771,79
48451,79
98346,79
30833,79
79927,79
46733,79
41035,79
35504,79
66612,79
03222,79
32428,79
48306,79
38572,79
46385,79
33716,79
28697,79
08755,79
72823,79
60084,79
33403,79
78749,79
85131,79
93637,79
70092,79
08505,79
38105,79
11961,79
97214,79
11932,79
06468,79
55906,79
94941,79
76048,79
01432,79
49307,79
73170,79
34772,79
23901,79
97016,79
31717,79
58104,79
37185,79
40831,79
73045,79
71463,79
49534,79
29322,79
74010,79
91801,79
92592,79
99567,79
20613,79
06896,79
98148,79
15902,79
44044,79
77385,79
37190,79
60124,79
44286,79
76401,79
49849,79
13077,78
10520,78
48657,78
32202,78
02458,78
97404,78
95341,78
03307,78
74023,78
23662,78
32640,78
25514,78
29369,78
60431,78
33436,78
92804,78
33185,78
23117,78
06480,78
07719,78
06424,78
60464,78
20886,78
35127,78
92107,78
97212,78
47111,78
57006,78
03254,78
40217,78
84062,78
40906,78
35094,78
28138,78
13903,78
30523,78
92028,78
77651,78
38849,78
46036,78
57703,78
55449,78
13066,78
60457,78
72704,78
28394,78
27592,78
55316,78
24531,78
02766,78
84070,78
22657,78
93003,78
83318,78
91739,78
01033,78
47904,78
76034,78
91303,78
56187,78
32804,78
77583,78
63102,78
97415,78
76118,78
68521,78
75230,77
98606,77
44657,77
08247,77
15066,77
18902,77
76645,77
75103,77
07407,77
48184,77
29626,77
06477,77
37073,77
77017,77
96145,77
07205,77
38574,77
61606,77
56633,77
53115,77
03835,77
02030,77
36693,77
12545,77
84660,77
15401,77
02364,77
33480,77
29388,77
08048,77
46619,77
36477,77
68102,77
07503,77
89523,77
13904,77
94541,77
80517,77
43950,77
16125,77
17078,77
90013,77
21047,77
78727,77
67665,77
91326,77
36607,77
95363,77
89109,77
21228,77
19734,77
46218,77
29160,77
92223,77
75758,77
77069,77
47960,77
98528,77
98022,77
43315,77
27522,77
32409,77
22180,77
81230,77
93314,77
97230,77
19390,77
89130,77
34275,77
47630,76
46001,76
72042,76
03458,76
76226,76
64505,76
48612,76
74074,76
28650,76
98686,76
32064,76
71068,76
41701,76
24016,76
49660,76
19023,76
98264,76
96814,76
34119,76
60436,76
61462,76
33542,76
22046,76
89183,76
67204,76
68516,76
79339,76
35022,76
33773,76
33305,76
10523,76
44811,76
49112,76
36542,76
32819,76
12204,76
20016,76
38135,76
77506,76
34442,76
80863,76
38873,76
39307,76
50311,76
03087,76
95928,76
48216,76
40965,76
87059,76
97027,76
24084,76
27023,76
90815,76
75240,76
30317,76
69341,76
61073,76
07054,76
37216,76
24522,76
95946,76
02382,76
91206,76
95377,76
33470,76
29702,76
11713,76
94061,75
74331,75
48229,75
17522,75
03824,75
20152,75
04043,75
42211,75
66111,75
77377,75
39181,75
29449,75
21050,75
50023,75
37683,75
06249,75
14048,75
64081,75
37760,75
63367,75
28544,75
06281,75
54650,75
30548,75
04345,75
07513,75
27244,75
43567,75
34102,75
10507,75
73068,75
74128,75
80124,75
29164,75
32628,75
02642,75
97814,75
80108,75
23838,75
32958,75
97034,75
79714,75
25951,75
95127,75
52233,75
60555,75
39360,75
47670,75
70811,75
85719,75
81623,75
06239,75
46970,75
54022,75
30747,75
34714,75
25608,75
48371,75
46041,74
85233,74
49091,74
74037,74
82501,74
45121,74
40456,74
25541,74
55454,74
24171,74
98177,74
19707,74
31032,74
42503,74
27850,74
30303,74
48377,74
77541,74
37931,74
08009,74
59714,74
08083,74
47265,74
07522,74
93101,74
37924,74
32024,74
34446,74
76450,74
20005,74
25053,74
72616,74
60526,74
44147,74
02653,74
43764,74
18508,74
44136,74
08525,74
85257,74
72687,74
32466,74
72556,74
30009,74
60013,74
70121,74
53147,74
92880,74
78628,74
63660,74
91737,74
27589,74
53105,74
63701,74
44303,74
31516,74
49085,74
60654,74
MAR,74
10992,74
06234,74
03825,74
74437,74
32561,74
77611,74
41164,74
45248,74
78645,74
32784,74
14210,74
10005,74
78751,74
84010,74
29926,74
84720,74
34109,74
97141,74
87701,74
02825,74
33534,74
14103,74
18202,74
29842,74
74021,74
80237,74
84088,73
35501,73
82009,73
79101,73
24901,73
74344,73
98611,73
29172,73
16146,73
19061,73
32448,73
14411,73
14063,73
45068,73
34952,73
12566,73
80126,73
77554,73
60484,73
73096,73
61301,73
78728,73
78721,73
91106,73
01151,73
31408,73
28761,73
30309,73
29691,73
28779,73
97070,73
46052,73
77531,73
99652,73
55051,73
08807,73
38028,73
45345,73
53140,73
54656,73
38858,73
71639,73
20007,73
11741,73
75233,73
30230,73
85251,73
44119,73
11725,73
86413,73
01730,73
40744,73
28428,73
07732,73
76230,73
71075,73
93728,73
29080,73
33432,73
75094,73
35213,73
70364,73
75638,73
76126,73
70529,73
39459,73
92236,73
34237,73
22973,73
07646,73
33948,73
37330,73
91364,73
43056,72
33315,72
39730,72
08004,72
67110,72
98028,72
29566,72
48383,72
33434,72
23944,72
75572,72
77632,72
44026,72
35040,72
46714,72
70665,72
63131,72
40118,72
88030,72
77625,72
32809,72
29054,72
18049,72
12110,72
03755,72
02886,72
68048,72
75860,72
85713,72
65066,72
75254,72
33777,72
74346,72
70607,72
24421,72
62249,72
37938,72
03561,72
17815,72
13041,72
26070,72
24228,72
88062,72
28445,72
77029,72
53901,72
91101,72
97201,72
32110,72
37617,72
28164,72
84020,72
95817,72
15204,72
15501,72
46122,72
20024,71
80751,71
45419,71
35222,71
27557,71
77345,71
22827,71
60425,71
33437,71
40241,71
70668,71
75494,71
37186,71
10983,71
20782,71
99350,71
95405,71
63052,71
84721,71
32779,71
77040,71
33971,71
30474,71
77371,71
75214,71
52807,71
50801,71
70471,71
26288,71
65810,71
27325,71
33950,71
26164,71
30434,71
65613,71
93203,71
72006,71
32837,71
33625,71
87114,71
60068,71
04743,71
47620,71
73130,71
98660,71
32440,71
35121,71
34286,71
34613,71
78222,71
97424,71
53090,71
21236,71
68123,71
20659,71
01921,71
15228,71
06416,71
29365,71
24319,71
14227,71
08028,71
64759,71
37324,71
50662,71
82414,71
20784,71
95688,71
95746,71
02537,71
59047,71
83858,71
21409,71
28789,71
94303,71
47424,71
83703,71
35967,71
81601,71
06515,71
93720,71
32141,71
49331,71
81006,70
53027,70
95662,70
31320,70
53094,70
16323,70
34450,70
99353,70
31522,70
46818,70
18104,70
75119,70
95667,70
77535,70
55435,70
91761,70
15044,70
77027,70
96793,70
37385,70
83467,70
98037,70
80435,70
73012,70
21208,70
62232,70
20008,70
03225,70
10989,70
75229,70
20879,70
21048,70
07114,70
46304,70
30342,70
25560,70
28457,70
28732,70
39206,70
01543,70
76367,70
84321,70
66210,70
32327,70
68116,70
74011,70
45806,70
24577,70
61550,70
77062,70
83616,70
06513,70
75048,70
66214,70
28012,70
19540,70
22815,70
48609,70
49801,70
25064,70
72753,70
95628,70
62951,70
11764,70
37074,70
85296,70
44606,70
38363,70
15108,70
77318,69
47304,69
92506,69
96021,69
20151,69
35578,69
15122,69
23093,69
43076,69
06471,69
98112,69
38585,69
98252,69
80224,69
61764,69
75650,69
84403,69
45030,69
06071,69
08086,69
29435,69
62010,69
24586,69
70583,69
28532,69
22151,69
03264,69
34488,69
33013,69
93927,69
08085,69
11738,69
35124,69
04276,69
46113,69
68847,69
26501,69
16823,69
73772,69
45220,69
83861,69
88130,69
08848,69
54143,69
24554,69
92065,69
84128,69
95205,69
36460,69
60970,69
30564,69
90405,69
01451,69
07823,69
32348,69
10601,69
42553,69
60442,69
39470,69
44085,69
83530,69
87420,69
01005,69
97479,69
72634,69
62906,69
22443,69
03242,69
83404,69
42408,69
29334,69
77488,69
28305,69
26836,69
28748,69
30116,69
27253,69
92139,69
08106,69
07661,68
60177,68
92584,68
12188,68
77339,68
94404,68
46322,68
55436,68
04429,68
48624,68
79331,68
97741,68
33708,68
93240,68
37841,68
32129,68
02052,68
93223,68
45176,68
84604,68
84405,68
33154,68
32220,68
80122,68
49304,68
72744,68
43215,68
28112,68
48301,68
75077,68
75204,68
01452,68
31008,68
38058,68
95945,68
80906,68
32712,68
95682,68
46563,68
85351,68
80602,68
62918,68
40245,68
26105,68
94560,68
33868,68
08225,68
21084,68
88401,68
63670,68
89149,68
03229,68
14513,68
95240,68
79410,68
46032,68
59718,68
52317,68
36561,68
97365,68
04957,68
04769,68
92108,68
07663,68
49097,68
78612,68
07401,68
55313,68
43103,68
49646,68
98640,68
48134,68
39645,68
28036,68
54806,68
12983,68
01504,68
60304,68
22849,68
34771,68
99737,67
77586,67
53005,67
48094,67
33993,67
87508,67
02452,67
03461,67
44827,67
48818,67
42743,67
95304,67
07660,67
49337,67
62056,67
71909,67
41076,67
38060,67
90039,67
48809,67
78584,67
19107,67
93060,67
76049,67
45614,67
32920,67
22611,67
36870,67
08879,67
89451,67
48879,67
53073,67
54603,67
33166,67
45002,67
32751,67
71251,67
49286,67
81122,67
86021,67
20640,67
45210,67
76092,67
32134,67
62863,67
28340,67
15317,67
78750,67
33912,67
19079,67
55731,67
72740,67
43515,67
83202,67
37405,67
66213,67
83634,67
76424,67
31771,67
54665,67
63049,67
31545,67
44231,67
34432,67
95835,67
89131,67
80027,67
32435,67
90404,66
91104,66
98040,66
12498,66
07057,66
89113,66
24551,66
28103,66
50021,66
32176,66
83347,66
07764,66
25670,66
57078,66
48655,66
30286,66
63069,66
47025,66
94582,66
97205,66
64155,66
33634,66
28777,66
97448,66
65078,66
86403,66
31779,66
46528,66
94551,66
33476,66
27313,66
34731,66
03223,66
78644,66
46375,66
45209,66
46902,66
02536,66
37641,66
77510,66
76712,66
06278,66
83805,66
45152,66
74884,66
77336,66
60447,66
94580,66
70124,66
60140,66
29936,66
20190,66
28422,66
48331,66
30305,66
27560,66
56431,66
25530,66
74501,66
11791,66
37762,66
54660,66
48350,66
81201,66
06241,66
35951,66
97216,66
76520,66
32927,66
47403,66
38868,66
44718,66
20601,66
76437,66
12477,66
24557,66
12095,66
43011,66
80216,66
64429,66
48723,66
02667,66
89141,66
27890,66
21209,66
45050,66
33170,66
27891,66
76148,66
91505,66
54017,66
08066,65
95070,65
79401,65
21210,65
90501,65
39069,65
02465,65
98563,65
98332,65
27882,65
33540,65
77306,65
72730,65
37188,65
19153,65
74467,65
78634,65
65793,65
65556,65
85234,65
65656,65
80249,65
54153,65
06013,65
65712,65
22603,65
17901,65
15037,65
45207,65
02341,65
91977,65
07716,65
62052,65
60142,65
23868,65
01950,65
41091,65
63368,65
78061,65
33180,65
97367,65
40222,65
59917,65
13421,65
39520,65
25504,65
15001,65
97914,65
72031,65
12540,65
53158,65
25570,65
93907,65
11580,65
50263,65
61114,65
56073,65
88005,65
10706,65
68506,65
28151,65
60545,65
61072,65
44003,65
89410,65
03052,65
13827,65
42728,65
60915,65
45243,65
48820,65
20711,65
60439,65
95531,65
29829,65
89460,65
44614,65
55123,64
07028,64
28719,64
34112,64
55056,64
39530,64
13165,64
77493,64
33323,64
98012,64
95490,64
32054,64
70503,64
48189,64
44260,64
90220,64
63638,64
80005,64
12831,64
71006,64
87417,64
77055,64
23523,64
37381,64
16652,64
10925,64
48629,64
99694,64
19970,64
95843,64
95210,64
76834,64
25276,64
36527,64
48101,64
04009,64
32778,64
78756,64
84005,64
44627,64
45651,64
99518,64
87507,64
78676,64
03860,64
13039,64
60516,64
22968,64
50312,64
34997,64
29707,64
49464,64
70441,64
03870,64
25143,64
74337,64
23430,64
28904,64
79119,64
60046,64
78504,64
33527,64
64060,64
65605,64
18960,64
48114,64
37871,64
93955,64
08402,64
05143,64
07456,64
55063,64
33873,64
98952,64
28782,64
08005,64
49316,64
10924,64
11767,64
50201,64
32569,64
67060,64
23936,64
82801,64
35221,64
33316,63
30442,63
29927,63
91107,63
75252,63
33841,63
03042,63
97128,63
53719,63
55331,63
92860,63
51566,63
07750,63
65438,63
01532,63
20124,63
01062,63
33843,63
30313,63
39638,63
32113,63
75409,63
14559,63
99224,63
37882,63
93021,63
33433,63
49428,63
01754,63
65109,63
80808,63
45015,63
92067,63
28634,63
93012,63
01775,63
04619,63
48746,63
67133,63
28320,63
72927,63
HER,63
22124,63
72732,63
26034,63
29902,63
56093,63
33919,63
03909,63
61822,63
14468,63
98663,63
08007,63
54162,63
480,63
91602,63
49068,63
20769,63
23192,63
12428,63
89408,63
06268,63
29570,63
34429,63
80403,63
39071,63
37721,63
78540,63
45327,63
29044,63
67002,63
06607,63
77068,63
29376,63
07717,63
37825,63
19426,62
32145,62
59711,62
03269,62
23002,62
38225,62
01772,62
17032,62
08542,62
92335,62
91752,62
30054,62
24091,62
27040,62
37221,62
82604,62
60093,62
39475,62
63362,62
17545,62
70354,62
43146,62
53022,62
83714,62
46227,62
17202,62
72365,62
26155,62
29860,62
44287,62
60077,62
84105,62
90807,62
70525,62
62821,62
19446,62
82718,62
61068,62
85730,62
06279,62
07853,62
21015,62
30002,62
16509,62
49749,62
02816,62
90001,62
07920,62
71235,62
00004,62
37818,62
45409,62
19063,62
77656,62
50009,62
32256,62
91501,62
25443,62
33637,62
33592,62
23168,62
27282,62
33928,62
94903,62
28431,62
02852,62
18938,62
40514,62
75442,62
14905,62
01612,62
11951,62
34448,62
75225,62
21060,62
49544,62
75076,62
04444,62
28751,62
60193,62
15132,62
18509,62
21076,62
98354,62
21629,62
13029,62
21643,62
15905,62
46033,62
08318,62
76255,62
44721,62
38375,62
60162,62
12883,62
45653,62
48386,61
70739,61
43912,61
37067,61
39744,61
98402,61
47203,61
84094,61
45769,61
56472,61
18706,61
53716,61
20853,61
93950,61
49829,61
24441,61
13407,61
79835,61
20871,61
32607,61
23508,61
37327,61
38941,61
34953,61
30650,61
74048,61
36272,61
07066,61
19014,61
45304,61
72751,61
77354,61
33184,61
1,61
23693,61
92595,61
32824,61
48084,61
99686,61
87111,61
62471,61
97218,61
60045,61
04002,61
32439,61
75757,61
25674,61
65065,61
27048,61
34236,61
48801,61
75248,61
33983,61
97524,61
80433,61
06612,61
39657,61
33606,61
56347,61
54476,61
26444,61
13676,61
02664,61
92129,61
46517,61
63034,61
17362,61
63138,61
35650,61
33035,61
73116,61
83350,61
34145,61
73439,61
84109,61
72176,61
48122,61
94301,61
32931,61
73078,61
84032,61
60097,61
92130,61
19952,61
75603,61
35051,61
38011,61
46975,61
53549,61
31410,60
03452,60
78734,60
37377,60
74955,60
40445,60
94510,60
31605,60
38748,60
01083,60
76234,60
02717,60
10930,60
42164,60
68467,60
37329,60
75078,60
08322,60
30666,60
11782,60
76059,60
53714,60
98116,60
41144,60
08560,60
44028,60
27376,60
48756,60
37061,60
08750,60
66603,60
93711,60
34239,60
49721,60
98033,60
33897,60
64057,60
04364,60
60033,60
11766,60
62298,60
37364,60
23024,60
70711,60
22824,60
34476,60
48082,60
97113,60
33980,60
33852,60
08840,60
03304,60
93631,60
56701,60
79849,60
46208,60
14043,60
74006,60
34428,60
93041,60
74857,60
53130,60
71328,60
33765,60
49345,60
36856,60
49265,60
46409,60
43054,60
76182,60
49107,60
32326,60
71638,60
20770,60
21638,60
48647,60
40026,60
55812,60
86326,60
33974,60
55376,60
62246,60
82007,60
18036,59
29575,59
02467,59
33446,59
54487,59
62882,59
02110,59
75087,59
24251,59
39483,59
84117,59
75432,59
27341,59
32068,59
48040,59
28337,59
45233,59
40069,59
37096,59
39540,59
24360,59
92663,59
20737,59
66025,59
33812,59
98072,59
94612,59
39175,59
38865,59
45732,59
19001,59
38620,59
47274,59
24986,59
34788,59
14519,59
31047,59
02779,59
18634,59
87100,59
36854,59
29385,59
17222,59
75668,59
30559,59
80550,59
60154,59
21793,59
71019,59
54166,59
10464,59
35633,59
60482,59
60954,59
29585,59
61953,59
95618,59
73052,59
27855,59
33486,59
33487,59
03071,59
98020,59
06029,59
37058,59
53029,59
92120,59
27301,59
34285,59
44021,59
78735,59
57069,59
79510,59
75125,59
39095,59
25071,59
14886,59
37033,59
46706,59
72542,59
63128,59
05676,58
37738,58
40059,58
21227,58
42567,58
06798,58
76084,58
26206,58
96732,58
71263,58
94002,58
26143,58
29554,58
22181,58
24330,58
18103,58
82070,58
30453,58
96067,58
97089,58
89521,58
36732,58
43035,58
94578,58
76266,58
56379,58
29944,58
65653,58
12209,58
43143,58
20657,58
04864,58
29661,58
77002,58
75144,58
99556,58
06248,58
93004,58
85653,58
26651,58
92376,58
34110,58
21035,58
24368,58
34103,58
42337,58
44141,58
71411,58
64029,58
80701,58
12721,58
24563,58
46356,58
72715,58
82609,58
44047,58
19947,58
92024,58
92274,58
06042,58
25403,58
28128,58
93204,58
71956,58
71653,58
08071,58
14206,58
74631,58
46205,58
29168,58
34223,58
98407,58
30417,58
04937,58
94965,58
70548,58
48848,58
55362,58
53012,58
17113,58
87123,58
60513,58
62644,58
27379,58
75218,58
28512,58
73103,57
74834,57
03741,57
62363,57
30554,57
63552,57
48085,57
38462,57
66083,57
19508,57
71822,57
95388,57
07701,57
08558,57
94507,57
97060,57
37769,57
27041,57
62294,57
49720,57
08722,57
59457,57
39117,57
85629,57
43777,57
30187,57
52245,57
95315,57
32169,57
20012,57
45432,57
27017,57
94603,57
16504,57
70546,57
45142,57
03257,57
14456,57
72858,57
22712,57
37846,57
47404,57
48915,57
27822,57
31569,57
11778,57
34238,57
28278,57
13214,57
48009,57
75656,57
08886,57
39203,57
73717,57
28621,57
32219,57
55040,57
61341,57
75010,57
87106,57
37036,57
70767,57
45807,57
07524,57
25438,57
91205,57
04457,57
91320,57
32656,57
10547,57
19118,57
30025,57
95954,57
22727,57
31005,57
29909,57
30607,57
23015,57
19050,57
42122,57
15209,57
04950,57
77001,57
28690,57
43832,56
03263,56
19038,56
03234,56
73142,56
77447,56
93646,56
75972,56
22039,56
98841,56
72331,56
17057,56
29477,56
14614,56
85255,56
50595,56
78258,56
34685,56
38650,56
64125,56
93960,56
24739,56
57201,56
72422,56
06472,56
48519,56
60189,56
45887,56
05871,56
25430,56
53213,56
48154,56
14211,56
27524,56
29568,56
15901,56
55398,56
43938,56
64082,56
94610,56
43344,56
94960,56
52544,56
05262,56
44076,56
60449,56
50266,56
39837,56
64064,56
24954,56
30288,56
67202,56
08835,56
99929,56
95476,56
21787,56
91307,56
28360,56
56482,56
46556,56
31822,56
56003,56
97862,56
71343,56
83330,56
03848,56
03873,56
98294,56
01450,56
45107,56
70392,56
72719,56
37138,56
98005,56
77575,56
17972,56
19078,56
96825,56
48768,56
22840,55
93630,55
49046,55
48883,55
53705,55
32643,55
49028,55
04250,55
89178,55
46236,55
55401,55
79721,55
85541,55
92879,55
06441,55
45144,55
39641,55
21769,55
30327,55
11598,55
11742,55
98075,55
31636,55
27615,55
04843,55
32456,55
07465,55
84075,55
19933,55
64108,55
90403,55
02021,55
99109,55
37664,55
07825,55
06423,55
85718,55
49333,55
92882,55
65608,55
84003,55
48656,55
77075,55
41240,55
92801,55
23890,55
13654,55
96020,55
34465,55
60074,55
46545,55
39189,55
17236,55
65018,55
83333,55
16510,55
38737,55
49651,55
45157,55
94506,55
77049,55
49935,55
97215,55
78516,55
39455,55
19018,55
75630,55
37150,55
76701,55
45502,55
24970,55
22842,55
71968,55
61705,55
77598,55
70435,55
37777,55
53581,55
20832,55
76078,55
23974,55
50428,55
07760,55
22205,55
36078,55
70087,55
74033,55
95326,55
07836,55
33327,55
55347,55
20794,55
49013,55
34669,54
43953,54
73077,54
52002,54
49301,54
25015,54
76821,54
29684,54
66032,54
76060,54
64601,54
05661,54
72433,54
39842,54
43331,54
48855,54
71232,54
66208,54
66616,54
10920,54
96025,54
78224,54
31308,54
85745,54
85743,54
10976,54
98266,54
65791,54
85248,54
83445,54
95665,54
66611,54
43080,54
37887,54
44491,54
39341,54
36426,54
11942,54
77303,54
97487,54
54615,54
74029,54
03811,54
55008,54
60416,54
65084,54
77038,54
14706,54
98467,54
89012,54
28717,54
98422,54
97381,54
11768,54
72568,54
27502,54
49242,54
48356,54
32179,54
05060,54
49401,54
46628,54
34113,54
06016,54
03903,54
29055,54
19041,54
70518,54
71743,54
29729,54
74954,54
02644,54
21722,54
72834,54
23030,54
77042,54
32828,54
99156,54
32136,54
28594,54
94539,54
04282,54
72319,54
49455,54
81007,54
53566,54
98328,54
45381,54
48509,54
19945,54
05454,54
87801,54
28771,54
78023,54
06831,54
29827,54
32966,54
02916,54
03602,54
49056,54
40337,54
91030,54
41004,54
02888,53
72112,53
28460,53
30176,53
62236,53
05733,53
60401,53
29481,53
27932,53
98589,53
38828,53
25545,53
85742,53
32796,53
98406,53
62832,53
15017,53
26150,53
95357,53
94608,53
08620,53
53189,53
28470,53
45113,53
88081,53
33785,53
74015,53
03598,53
55127,53
72067,53
99723,53
38041,53
55038,53
29058,53
03261,53
24870,53
90210,53
64424,53
11978,53
48357,53
66219,53
20148,53
78633,53
49456,53
20105,53
71860,53
71225,53
68527,53
33547,53
44889,53
98591,53
76661,53
43072,53
34134,53
46320,53
75663,53
42103,53
24482,53
43821,53
60554,53
70437,53
19002,53
07403,53
41074,53
94503,53
48374,53
53534,53
34994,53
95204,53
16602,53
74039,53
46561,53
02210,53
22546,53
43844,53
24588,53
02093,53
28398,53
35085,53
77905,53
37902,53
78362,53
81635,53
33618,53
54893,53
30742,53
18088,53
14127,53
55344,53
81082,53
97537,53
26764,53
24054,53
34431,53
72936,52
85375,52
60410,52
38756,52
02379,52
60408,52
70002,52
28657,52
48074,52
66617,52
37658,52
48039,52
44230,52
55378,52
85379,52
91362,52
06519,52
03851,52
89084,52
43028,52
74965,52
40207,52
08270,52
37205,52
41129,52
21704,52
32926,52
63051,52
57501,52
37934,52
54241,52
04428,52
99752,52
17954,52
05445,52
15201,52
28168,52
86047,52
39735,52
47006,52
05446,52
87740,52
60041,52
65441,52
78801,52
61546,52
95818,52
45249,52
97048,52
72137,52
55346,52
45833,52
02818,52
71064,52
11559,52
53948,52
26582,52
43351,52
25508,52
28209,52
67226,52
27954,52
65326,52
60712,52
65360,52
23417,52
92571,52
88345,52
98239,52
85614,52
92123,52
99835,52
71295,52
38917,52
41143,52
41001,52
83536,52
01524,52
83672,52
98019,52
14903,52
48362,52
37090,52
48429,52
28080,52
94920,52
45629,52
48152,52
58072,52
75082,52
21030,52
15218,52
46011,52
27357,52
38558,52
45208,52
70359,52
63126,52
75453,52
16803,52
59912,52
46992,52
19106,52
94931,52
75219,52
75236,52
34481,52
75783,52
29630,52
04841,52
84103,52
07945,52
88012,52
24244,52
93636,51
07762,51
79512,51
07676,51
92110,51
60020,51
17976,51
20616,51
90732,51
11554,51
23927,51
34104,51
08801,51
62626,51
38551,51
32669,51
11010,51
66012,51
16365,51
89029,51
28730,51
32046,51
89429,51
15220,51
53220,51
98241,51
70578,51
92660,51
38922,51
43723,51
29591,51
37826,51
75752,51
74436,51
38703,51
56649,51
93036,51
43907,51
62274,51
72727,51
98953,51
30755,51
16301,51
84102,51
01770,51
04849,51
76825,51
55391,51
29045,51
26807,51
65079,51
29670,51
21054,51
22821,51
25550,51
28530,51
44702,51
28636,51
98513,51
32940,51
95023,51
77022,51
95132,51
44430,51
32579,51
27018,51
03878,51
97458,51
39119,51
94401,51
32817,51
74429,51
48160,51
44632,51
48650,51
08550,51
20180,51
31302,51
30828,51
13357,51
76044,51
28501,51
33629,51
49080,51
64468,51
01747,50
21904,50
39631,50
89011,50
27020,50
19342,50
51360,50
85901,50
17350,50
17015,50
30183,50
08242,50
33973,50
20903,50
78526,50
56721,50
33579,50
85258,50
63070,50
47586,50
46761,50
66763,50
48617,50
41230,50
20619,50
95367,50
07075,50
30324,50
54455,50
85228,50
94070,50
34202,50
44408,50
32621,50
60706,50
24963,50
35173,50
18034,50
20115,50
24065,50
52101,50
24202,50
78390,50
38120,50
78945,50
61951,50
81506,50
79363,50
81252,50
43021,50
14068,50
68845,50
49408,50
92173,50
78942,50
33578,50
30173,50
66618,50
94607,50
45697,50
92075,50
03032,50
21074,50
32112,50
76249,50
19129,50
73165,50
77005,50
44304,50
34479,50
38221,50
50613,50
73086,50
21102,50
23421,50
56359,50
72442,50
40447,50
98930,50
17225,50
39364,50
93546,50
19067,50
97754,50
65781,50
92395,50
47720,50
77014,50
48304,50
20639,50
95953,50
43731,50
72521,50
05450,50
84093,50
19003,50
15226,50
08022,50
30110,50
30145,50
12594,50
23875,50
44403,50
45875,50
28384,50
32438,50
86406,50
92082,50
06787,50
68046,50
56474,50
75249,50
79088,50
63044,50
13031,50
77030,50
84054,50
55340,50
40409,50
98823,50
66725,50
29918,50
95834,50
21911,50
28759,50
97759,50
75833,50
12207,50
95948,50
41175,50
43334,49
07101,49
53168,49
21237,49
19610,49
31643,49
06759,49
07031,49
25130,49
71770,49
49659,49
43713,49
49746,49
20194,49
07014,49
93648,49
81507,49
33330,49
04974,49
14626,49
91932,49
30527,49
91710,49
31316,49
33913,49
45760,49
21032,49
19475,49
38833,49
90810,49
42450,49
02347,49
45383,49
12018,49
37203,49
83316,49
50616,49
14219,49
40071,49
91345,49
21773,49
84108,49
72007,49
90808,49
97540,49
55616,49
66053,49
74547,49
38610,49
04270,49
35466,49
31407,49
30620,49
11769,49
25123,49
42041,49
27596,49
28443,49
43526,49
66223,49
98257,49
66609,49
04281,49
04259,49
28658,49
38556,49
28382,49
80235,49
23917,49
45686,49
70633,49
97370,49
35957,49
41537,49
44234,49
04427,49
39573,49
03049,49
13619,49
30622,49
