STATE,COUNTYFP,COUNT
NJ,39.0,5599
NJ,7.0,5129
NJ,21.0,5032
NJ,25.0,4167
NJ,23.0,3860
NJ,27.0,2600
NJ,5.0,2283
NJ,29.0,2099
NJ,1.0,1813
NJ,11.0,1343
NJ,15.0,1176
NJ,9.0,1072
NJ,35.0,1013
NJ,37.0,611
NJ,33.0,565
NJ,41.0,523
NJ,19.0,496
NM,1.0,2133
NM,49.0,405
NM,13.0,385
NM,45.0,376
NM,43.0,319
NM,15.0,287
NM,61.0,256
NM,35.0,220
NM,25.0,197
NM,5.0,187
NM,9.0,154
NM,55.0,86
NM,31.0,82
NM,27.0,81
NM,7.0,76
NM,17.0,75
NM,6.0,71
NM,47.0,67
NM,41.0,60
NM,39.0,57
NM,29.0,56
NM,37.0,56
NM,53.0,55
NM,51.0,48
NM,28.0,32
NM,57.0,30
NM,59.0,24
NM,23.0,10
NM,3.0,8
NM,19.0,8
NM,33.0,8
NM,11.0,1
NV,3.0,8275
NV,31.0,2327
NV,7.0,275
NV,23.0,212
NV,5.0,203
NV,510.0,173
NV,19.0,170
NV,1.0,75
NV,21.0,38
NV,33.0,36
NV,29.0,20
NV,27.0,14
NV,13.0,9
NV,17.0,7
NV,11.0,4
NV,15.0,1
NY,47.0,45599
NY,5.0,32644
NY,61.0,31070
NY,81.0,10687
NY,119.0,9891
NY,85.0,6691
NY,55.0,6150
NY,103.0,4773
NY,67.0,4515
NY,59.0,4241
NY,29.0,3032
NY,65.0,2132
NY,71.0,2105
NY,27.0,2034
NY,87.0,1766
NY,93.0,1679
NY,1.0,1634
NY,63.0,1387
NY,7.0,969
NY,111.0,858
NY,79.0,744
NY,91.0,731
NY,13.0,616
NY,15.0,541
NY,83.0,495
NY,45.0,479
NY,69.0,475
NY,113.0,460
NY,75.0,440
NY,109.0,440
NY,11.0,425
NY,21.0,351
NY,9.0,350
NY,57.0,323
NY,17.0,299
NY,19.0,294
NY,23.0,288
NY,37.0,277
NY,105.0,276
NY,35.0,265
NY,43.0,264
NY,33.0,263
NY,101.0,260
NY,89.0,237
NY,117.0,184
NY,51.0,171
NY,53.0,156
NY,77.0,155
NY,73.0,152
NY,31.0,147
NY,99.0,131
NY,107.0,123
NY,115.0,115
NY,3.0,93
NY,39.0,69
NY,49.0,65
NY,121.0,63
NY,97.0,56
NY,25.0,54
NY,123.0,36
NY,95.0,29
NY,41.0,14
OH,35.0,9544
OH,49.0,7114
OH,61.0,5662
OH,113.0,4499
OH,153.0,4427
OH,99.0,3542
OH,95.0,3386
OH,151.0,2582
OH,93.0,2453
OH,17.0,2062
OH,85.0,1639
OH,155.0,1450
OH,139.0,1153
OH,89.0,1132
OH,23.0,1108
OH,3.0,1102
OH,145.0,1095
OH,165.0,899
OH,25.0,863
OH,133.0,858
OH,45.0,784
OH,7.0,777
OH,43.0,759
OH,41.0,751
OH,29.0,732
OH,119.0,728
OH,103.0,715
OH,57.0,698
OH,81.0,633
OH,169.0,632
OH,55.0,572
OH,109.0,560
OH,141.0,559
OH,101.0,543
OH,157.0,515
OH,173.0,511
OH,87.0,444
OH,63.0,428
OH,37.0,399
OH,83.0,399
OH,149.0,387
OH,13.0,370
OH,77.0,355
OH,9.0,339
OH,71.0,336
OH,79.0,329
OH,59.0,310
OH,33.0,304
OH,143.0,302
OH,147.0,299
OH,91.0,298
OH,47.0,296
OH,53.0,291
OH,135.0,290
OH,159.0,288
OH,123.0,282
OH,39.0,275
OH,129.0,264
OH,15.0,263
OH,107.0,251
OH,21.0,247
OH,27.0,243
OH,5.0,241
OH,31.0,241
OH,1.0,236
OH,161.0,229
OH,97.0,222
OH,131.0,221
OH,11.0,218
OH,65.0,208
OH,117.0,208
OH,127.0,200
OH,171.0,200
OH,167.0,196
OH,19.0,175
OH,51.0,161
OH,73.0,156
OH,69.0,154
OH,75.0,118
OH,105.0,114
OH,137.0,107
OH,163.0,104
OH,125.0,100
OH,175.0,93
OH,115.0,76
OH,67.0,74
OH,121.0,45
OH,111.0,36
OK,109.0,5483
OK,143.0,4310
OK,27.0,1192
OK,101.0,774
OK,17.0,534
OK,125.0,373
OK,131.0,372
OK,31.0,327
OK,37.0,281
OK,147.0,280
OK,19.0,267
OK,47.0,246
OK,71.0,214
OK,135.0,196
OK,119.0,194
OK,51.0,193
OK,111.0,188
OK,113.0,186
OK,145.0,177
OK,13.0,152
OK,65.0,152
OK,83.0,149
OK,97.0,149
OK,123.0,147
OK,133.0,145
OK,79.0,143
OK,41.0,136
OK,39.0,135
OK,115.0,127
OK,23.0,115
OK,87.0,110
OK,153.0,93
OK,137.0,92
OK,81.0,90
OK,15.0,84
OK,9.0,82
OK,21.0,78
OK,89.0,77
OK,5.0,72
OK,35.0,72
OK,121.0,72
OK,49.0,63
OK,11.0,55
OK,151.0,52
OK,103.0,43
OK,105.0,43
OK,95.0,42
OK,99.0,39
OK,117.0,33
OK,63.0,31
OK,73.0,27
OK,141.0,27
OK,69.0,26
OK,61.0,24
OK,93.0,19
OK,1.0,16
OK,85.0,16
OK,33.0,15
OK,91.0,15
OK,139.0,15
OK,149.0,11
OK,45.0,9
OK,75.0,9
OK,29.0,6
OK,43.0,5
OK,59.0,4
OK,55.0,3
OK,107.0,3
OK,127.0,3
OK,3.0,2
OK,53.0,2
OK,77.0,2
OR,51.0,2773
OR,67.0,2010
OR,5.0,1745
OR,47.0,1364
OR,39.0,1246
OR,29.0,933
OR,17.0,712
OR,43.0,587
OR,33.0,528
OR,19.0,514
OR,9.0,395
OR,53.0,358
OR,71.0,356
OR,35.0,330
OR,59.0,290
OR,41.0,265
OR,7.0,241
OR,3.0,215
OR,11.0,168
OR,57.0,148
OR,61.0,123
OR,65.0,123
OR,27.0,108
OR,31.0,106
OR,45.0,101
OR,1.0,86
OR,15.0,75
OR,13.0,49
OR,63.0,48
OR,49.0,44
OR,25.0,31
OR,37.0,28
OR,23.0,19
OR,21.0,17
OR,55.0,7
OR,69.0,3
PA,101.0,11646
PA,3.0,3652
PA,43.0,1965
PA,45.0,1789
PA,29.0,1637
PA,91.0,1530
PA,17.0,1440
PA,71.0,1414
PA,133.0,1279
PA,11.0,1145
PA,79.0,1136
PA,69.0,903
PA,41.0,858
PA,129.0,844
PA,95.0,756
PA,7.0,661
PA,49.0,590
PA,77.0,549
PA,27.0,405
PA,75.0,379
PA,107.0,379
PA,21.0,369
PA,81.0,324
PA,125.0,290
PA,35.0,271
PA,55.0,251
PA,85.0,237
PA,13.0,234
PA,19.0,224
PA,1.0,216
PA,51.0,193
PA,39.0,190
PA,111.0,187
PA,33.0,180
PA,99.0,145
PA,97.0,141
PA,121.0,141
PA,25.0,140
PA,59.0,121
PA,61.0,119
PA,87.0,112
PA,37.0,109
PA,127.0,87
PA,103.0,75
PA,73.0,69
PA,123.0,65
PA,15.0,63
PA,9.0,60
PA,65.0,54
PA,47.0,49
PA,119.0,47
PA,89.0,40
PA,31.0,39
PA,131.0,36
PA,63.0,32
PA,83.0,32
PA,5.0,29
PA,115.0,28
PA,117.0,26
PA,67.0,22
PA,93.0,22
PA,105.0,20
PA,57.0,18
PA,109.0,16
PA,23.0,8
PA,113.0,6
RI,7.0,2992
RI,3.0,756
RI,9.0,508
RI,5.0,438
RI,1.0,291
SC,45.0,4026
SC,19.0,3288
SC,79.0,2603
SC,83.0,2066
SC,63.0,1999
SC,85.0,1747
SC,7.0,1542
SC,51.0,1439
SC,41.0,1083
SC,91.0,1032
SC,75.0,958
SC,13.0,929
SC,3.0,868
SC,15.0,787
SC,57.0,708
SC,35.0,654
SC,77.0,610
SC,47.0,525
SC,21.0,519
SC,59.0,485
SC,29.0,446
SC,31.0,444
SC,73.0,419
SC,27.0,383
SC,69.0,326
SC,43.0,293
SC,55.0,253
SC,61.0,199
SC,25.0,195
SC,89.0,192
SC,39.0,175
SC,9.0,171
SC,71.0,164
SC,67.0,153
SC,1.0,145
SC,49.0,145
SC,11.0,141
SC,87.0,139
SC,53.0,122
SC,5.0,116
SC,17.0,98
SC,23.0,86
SC,37.0,68
SC,81.0,40
SC,33.0,37
SC,65.0,8
SD,103.0,743
SD,99.0,689
SD,13.0,111
SD,11.0,72
SD,83.0,71
SD,93.0,61
SD,27.0,59
SD,135.0,57
SD,65.0,50
SD,35.0,46
SD,29.0,42
SD,81.0,19
SD,5.0,17
SD,125.0,10
SD,127.0,9
SD,105.0,8
SD,9.0,7
SD,33.0,7
SD,87.0,6
SD,91.0,6
SD,23.0,5
SD,57.0,5
SD,51.0,4
SD,77.0,4
SD,85.0,4
SD,97.0,4
SD,101.0,4
SD,37.0,3
SD,47.0,3
SD,53.0,3
SD,67.0,3
SD,79.0,3
SD,129.0,3
SD,19.0,2
SD,59.0,2
SD,61.0,2
SD,71.0,2
SD,111.0,2
SD,117.0,2
SD,119.0,2
SD,3.0,1
SD,7.0,1
SD,15.0,1
SD,39.0,1
SD,43.0,1
SD,45.0,1
SD,49.0,1
SD,69.0,1
SD,115.0,1
SD,121.0,1
SD,123.0,1
TN,157.0,10955
TN,93.0,2649
TN,65.0,2222
TN,37.0,1913
TN,149.0,1386
TN,125.0,1372
TN,113.0,989
TN,163.0,987
TN,179.0,742
TN,165.0,730
TN,187.0,636
TN,119.0,617
TN,11.0,596
TN,9.0,563
TN,145.0,544
TN,35.0,543
TN,155.0,530
TN,189.0,488
TN,1.0,469
TN,141.0,459
TN,53.0,440
TN,167.0,402
TN,19.0,398
TN,107.0,391
TN,59.0,387
TN,29.0,373
TN,123.0,362
TN,77.0,340
TN,47.0,324
TN,17.0,304
TN,131.0,304
TN,31.0,303
TN,51.0,300
TN,99.0,299
TN,3.0,279
TN,45.0,272
TN,147.0,265
TN,13.0,259
TN,69.0,249
TN,183.0,244
TN,89.0,238
TN,79.0,235
TN,105.0,235
TN,43.0,216
TN,143.0,214
TN,159.0,213
TN,185.0,210
TN,25.0,204
TN,117.0,202
TN,103.0,201
TN,177.0,201
TN,115.0,191
TN,73.0,187
TN,21.0,185
TN,71.0,182
TN,63.0,181
TN,97.0,169
TN,41.0,168
TN,111.0,165
TN,55.0,161
TN,151.0,160
TN,5.0,159
TN,133.0,159
TN,109.0,157
TN,129.0,154
TN,61.0,149
TN,181.0,139
TN,121.0,137
TN,173.0,124
TN,75.0,112
TN,7.0,104
TN,23.0,103
TN,85.0,99
TN,91.0,98
TN,161.0,92
TN,81.0,79
TN,83.0,79
TN,139.0,78
TN,39.0,77
TN,169.0,77
TN,15.0,72
TN,49.0,68
TN,153.0,68
TN,87.0,61
TN,175.0,57
TN,27.0,50
TN,135.0,50
TN,33.0,48
TN,57.0,44
TN,101.0,39
TN,67.0,25
TN,171.0,24
TN,95.0,22
TN,127.0,13
TN,137.0,5
TX,201.0,14103
TX,113.0,11307
TX,439.0,9661
TX,29.0,5217
TX,453.0,4074
TX,141.0,2928
TX,85.0,2487
TX,121.0,2473
TX,245.0,2376
TX,27.0,2004
TX,355.0,1754
TX,303.0,1656
TX,157.0,1614
TX,339.0,1546
TX,167.0,1389
TX,491.0,1305
TX,309.0,1301
TX,375.0,1254
TX,485.0,1211
TX,183.0,1059
TX,41.0,1003
TX,215.0,962
TX,441.0,950
TX,423.0,925
TX,39.0,896
TX,135.0,876
TX,381.0,778
TX,251.0,744
TX,61.0,690
TX,479.0,617
TX,37.0,606
TX,329.0,598
TX,139.0,597
TX,181.0,592
TX,213.0,573
TX,361.0,540
TX,187.0,520
TX,209.0,511
TX,231.0,505
TX,367.0,489
TX,91.0,470
TX,469.0,443
TX,451.0,441
TX,257.0,419
TX,203.0,409
TX,277.0,394
TX,99.0,342
TX,347.0,333
TX,349.0,302
TX,5.0,299
TX,21.0,252
TX,471.0,245
TX,397.0,238
TX,249.0,237
TX,53.0,222
TX,49.0,212
TX,497.0,206
TX,401.0,197
TX,199.0,189
TX,409.0,185
TX,499.0,182
TX,179.0,166
TX,73.0,164
TX,291.0,164
TX,449.0,163
TX,97.0,162
TX,465.0,161
TX,481.0,159
TX,363.0,158
TX,189.0,157
TX,221.0,156
TX,223.0,155
TX,241.0,155
TX,67.0,151
TX,459.0,150
TX,227.0,147
TX,353.0,145
TX,487.0,140
TX,233.0,138
TX,407.0,135
TX,265.0,130
TX,427.0,130
TX,63.0,116
TX,259.0,112
TX,147.0,110
TX,117.0,108
TX,337.0,108
TX,55.0,106
TX,1.0,104
TX,415.0,103
TX,133.0,102
TX,477.0,99
TX,341.0,91
TX,185.0,87
TX,343.0,85
TX,15.0,84
TX,467.0,81
TX,217.0,80
TX,273.0,80
TX,163.0,79
TX,225.0,79
TX,445.0,76
TX,457.0,76
TX,149.0,75
TX,219.0,75
TX,323.0,75
TX,161.0,74
TX,143.0,73
TX,365.0,73
TX,3.0,72
TX,281.0,72
TX,279.0,71
TX,493.0,71
TX,13.0,70
TX,59.0,70
TX,503.0,69
TX,325.0,67
TX,331.0,67
TX,387.0,66
TX,455.0,65
TX,293.0,64
TX,83.0,57
TX,89.0,57
TX,429.0,57
TX,315.0,55
TX,7.0,53
TX,145.0,50
TX,171.0,49
TX,115.0,48
TX,57.0,47
TX,437.0,45
TX,473.0,44
TX,307.0,43
TX,321.0,42
TX,419.0,42
TX,463.0,42
TX,177.0,39
TX,399.0,38
TX,159.0,37
TX,123.0,36
TX,239.0,35
TX,299.0,35
TX,19.0,33
TX,255.0,33
TX,287.0,33
TX,379.0,33
TX,111.0,32
TX,335.0,32
TX,289.0,31
TX,71.0,27
TX,77.0,27
TX,285.0,27
TX,119.0,25
TX,31.0,24
TX,193.0,23
TX,395.0,22
TX,253.0,21
TX,489.0,19
TX,371.0,18
TX,17.0,17
TX,505.0,17
TX,51.0,16
TX,131.0,16
TX,69.0,15
TX,153.0,15
TX,405.0,15
TX,475.0,14
TX,373.0,13
TX,283.0,12
TX,9.0,11
TX,391.0,11
TX,425.0,11
TX,191.0,9
TX,243.0,9
TX,351.0,9
TX,495.0,9
TX,25.0,8
TX,151.0,8
TX,205.0,8
TX,125.0,7
TX,195.0,7
TX,501.0,7
TX,197.0,6
TX,333.0,6
TX,65.0,5
TX,377.0,5
TX,403.0,5
TX,105.0,4
TX,137.0,4
TX,237.0,4
TX,275.0,4
TX,101.0,3
TX,417.0,3
TX,435.0,3
TX,93.0,2
TX,211.0,2
TX,305.0,2
TX,317.0,2
TX,447.0,2
TX,45.0,1
TX,81.0,1
TX,129.0,1
TX,393.0,1
TX,411.0,1
UT,35.0,2676
UT,49.0,741
UT,57.0,714
UT,11.0,692
UT,45.0,171
UT,3.0,152
UT,53.0,152
UT,5.0,147
UT,21.0,142
UT,43.0,104
UT,7.0,96
UT,51.0,64
UT,13.0,33
UT,39.0,30
UT,47.0,30
UT,23.0,29
UT,27.0,22
UT,25.0,16
UT,41.0,15
UT,29.0,14
UT,17.0,13
UT,15.0,11
UT,33.0,4
UT,1.0,2
UT,37.0,2
VA,59.0,3922
VA,760.0,3045
VA,41.0,2508
VA,810.0,2456
VA,700.0,1826
VA,87.0,1798
VA,550.0,1512
VA,740.0,1329
VA,650.0,1158
VA,710.0,1121
VA,510.0,1034
VA,13.0,990
VA,107.0,952
VA,770.0,869
VA,800.0,829
VA,153.0,744
VA,15.0,712
VA,680.0,688
VA,85.0,686
VA,590.0,678
VA,730.0,611
VA,3.0,597
VA,161.0,568
VA,179.0,522
VA,165.0,498
VA,19.0,453
VA,61.0,448
VA,143.0,422
VA,69.0,412
VA,95.0,411
VA,121.0,405
VA,660.0,388
VA,540.0,378
VA,117.0,374
VA,83.0,366
VA,177.0,349
VA,520.0,344
VA,670.0,339
VA,67.0,328
VA,89.0,322
VA,171.0,317
VA,187.0,305
VA,31.0,280
VA,47.0,270
VA,790.0,252
VA,139.0,239
VA,173.0,239
VA,1.0,238
VA,199.0,236
VA,683.0,236
VA,137.0,227
VA,197.0,225
VA,820.0,222
VA,191.0,217
VA,9.0,214
VA,155.0,210
VA,185.0,207
VA,840.0,200
VA,5.0,185
VA,73.0,185
VA,163.0,183
VA,195.0,181
VA,99.0,178
VA,23.0,177
VA,630.0,172
VA,35.0,164
VA,570.0,163
VA,690.0,156
VA,109.0,150
VA,620.0,141
VA,169.0,134
VA,775.0,134
VA,25.0,127
VA,53.0,125
VA,145.0,122
VA,175.0,122
VA,125.0,117
VA,147.0,117
VA,111.0,115
VA,75.0,113
VA,79.0,113
VA,63.0,112
VA,141.0,109
VA,600.0,107
VA,830.0,105
VA,750.0,103
VA,193.0,99
VA,685.0,99
VA,93.0,98
VA,43.0,96
VA,183.0,96
VA,127.0,95
VA,77.0,91
VA,101.0,86
VA,149.0,85
VA,11.0,82
VA,29.0,82
VA,81.0,80
VA,27.0,79
VA,133.0,79
VA,119.0,77
VA,735.0,76
VA,51.0,73
VA,71.0,71
VA,105.0,69
VA,33.0,67
VA,595.0,67
VA,157.0,65
VA,580.0,65
VA,7.0,63
VA,115.0,59
VA,57.0,56
VA,530.0,55
VA,135.0,53
VA,181.0,53
VA,610.0,53
VA,49.0,47
VA,131.0,45
VA,36.0,43
VA,97.0,41
VA,678.0,39
VA,37.0,38
VA,45.0,37
VA,65.0,35
VA,167.0,33
VA,720.0,26
VA,113.0,25
VA,21.0,23
VA,91.0,15
VA,103.0,11
VA,17.0,10
VA,159.0,6
VA,640.0,5
VT,7.0,1558
VT,21.0,599
VT,25.0,533
VT,23.0,496
VT,27.0,488
VT,5.0,472
VT,11.0,321
VT,17.0,272
VT,3.0,248
VT,15.0,192
VT,19.0,175
VT,1.0,122
VT,9.0,45
VT,13.0,28
WA,33.0,8412
WA,53.0,3005
WA,61.0,2235
WA,63.0,2210
WA,77.0,1816
WA,11.0,1704
WA,35.0,1453
WA,67.0,1366
WA,5.0,1166
WA,73.0,776
WA,41.0,739
WA,57.0,672
WA,15.0,649
WA,29.0,550
WA,27.0,491
WA,45.0,406
WA,9.0,372
WA,7.0,363
WA,21.0,349
WA,31.0,271
WA,65.0,266
WA,49.0,258
WA,25.0,220
WA,71.0,215
WA,37.0,198
WA,47.0,166
WA,75.0,161
WA,17.0,134
WA,3.0,109
WA,55.0,76
WA,39.0,60
WA,51.0,55
WA,1.0,32
WA,59.0,22
WA,13.0,18
WA,23.0,18
WA,69.0,17
WA,19.0,12
WA,43.0,12
WI,79.0,7063
WI,25.0,1467
WI,101.0,1097
WI,9.0,1069
WI,133.0,930
WI,105.0,795
WI,117.0,541
WI,87.0,516
WI,139.0,496
WI,35.0,418
WI,73.0,417
WI,59.0,359
WI,71.0,357
WI,127.0,329
WI,141.0,323
WI,63.0,302
WI,131.0,272
WI,39.0,247
WI,31.0,225
WI,97.0,217
WI,109.0,217
WI,17.0,203
WI,55.0,189
WI,27.0,179
WI,111.0,175
WI,75.0,165
WI,89.0,164
WI,21.0,158
WI,29.0,157
WI,5.0,155
WI,81.0,152
WI,1.0,150
WI,83.0,147
WI,95.0,137
WI,85.0,135
WI,33.0,127
WI,43.0,125
WI,69.0,111
WI,135.0,99
WI,13.0,94
WI,45.0,94
WI,115.0,89
WI,123.0,88
WI,93.0,85
WI,15.0,81
WI,137.0,81
WI,7.0,71
WI,19.0,65
WI,53.0,63
WI,65.0,63
WI,57.0,61
WI,49.0,60
WI,129.0,59
WI,125.0,58
WI,3.0,57
WI,103.0,54
WI,113.0,45
WI,67.0,44
WI,23.0,41
WI,121.0,41
WI,61.0,39
WI,41.0,35
WI,77.0,33
WI,47.0,30
WI,11.0,22
WI,99.0,19
WI,51.0,18
WI,37.0,17
WI,107.0,17
WI,91.0,15
WI,119.0,12
WI,78.0,3
WV,39.0,3531
WV,11.0,1029
WV,107.0,679
WV,3.0,626
WV,81.0,536
WV,69.0,513
WV,55.0,450
WV,61.0,442
WV,37.0,388
WV,49.0,296
WV,29.0,260
WV,5.0,231
WV,19.0,216
WV,99.0,210
WV,33.0,200
WV,9.0,192
WV,79.0,182
WV,45.0,178
WV,77.0,178
WV,51.0,169
WV,53.0,140
WV,67.0,133
WV,25.0,131
WV,31.0,120
WV,83.0,118
WV,57.0,114
WV,65.0,104
WV,41.0,101
WV,87.0,99
WV,35.0,88
WV,43.0,86
WV,101.0,80
WV,59.0,73
WV,15.0,65
WV,97.0,54
WV,47.0,53
WV,27.0,49
WV,103.0,45
WV,89.0,42
WV,93.0,37
WV,7.0,36
WV,91.0,35
WV,85.0,33
WV,23.0,28
WV,75.0,26
WV,21.0,25
WV,73.0,25
WV,95.0,24
WV,105.0,18
WV,71.0,14
WV,63.0,13
WV,13.0,7
WV,109.0,7
WV,17.0,6
WV,1.0,2
WY,21.0,274
WY,25.0,249
WY,5.0,197
WY,37.0,142
WY,13.0,130
WY,29.0,79
WY,1.0,71
WY,33.0,63
WY,41.0,53
WY,7.0,45
WY,39.0,37
WY,15.0,34
WY,9.0,29
WY,3.0,28
WY,43.0,20
WY,23.0,14
WY,31.0,13
WY,45.0,11
WY,11.0,6
WY,19.0,5
WY,27.0,5
WY,35.0,5
