st_fdid2,station_data_quality,2009,2010,2011,2012,2013,2014,2015,2016,zero_years,sum_tot_fires,std,variation,geometric_variation
MS65002,0,1,1,0,0,0,2,5,5,3,14,2.1213203435596424,1.1338934190276817,1.126657418327114
MS65003,0,1,2,4,7,3,2,1,1,0,21,2.065879266282796,0.7361726111304908,0.6509156197648474
MS65004,0,0,1,0,0,0,0,0,4,6,5,1.407885953173359,2.1071307505705477,0.7977140403253662
MS65005,0,2,0,0,0,0,1,1,2,4,6,0.8864052604279183,1.1055415967851332,0.6533319624835885
MS65006,0,1,2,2,0,1,0,1,1,2,8,0.7559289460184544,0.7071067811865476,0.5254579471103318
MS66001,0,3,6,5,2,3,2,0,2,1,23,1.8850918886280925,0.613336346941995,0.8050368316779013
MS66002,0,1,2,1,0,0,1,1,1,2,7,0.6408699444616557,0.6851187890446742,0.4607040169144694
MS66003,0,1,6,3,5,1,1,2,9,0,28,2.9277002188455996,0.7824607964359516,0.8847312581512947
MS66004,0,1,1,4,1,1,1,0,0,2,9,1.246423454758225,1.0363754503432017,0.6541019176145237
MS66005,0,1,0,0,1,0,0,0,0,6,2,0.4629100498862757,1.7320508075688772,0.3783192139298859
MS66006,0,1,1,0,4,0,0,1,4,3,11,1.685018016012207,1.1463200193562264,0.9481112962377616
MS66007,0,10,9,11,8,15,7,23,22,0,105,6.266407036161723,0.44660472715022304,0.5177392339002989
MS66008,0,0,0,1,2,2,0,0,0,5,5,0.9161253813129043,1.3711309200802089,0.6721278292075594
MS67002,0,10,17,7,17,2,0,0,0,3,53,7.36667205343479,1.0401344492330356,2.676882475104891
MS67003,1,14,21,15,33,16,24,32,33,0,188,8.263517065131184,0.3289281879519214,0.4167772105692542
MS67004,0,0,2,0,3,1,4,0,0,4,10,1.5811388300841898,1.1832159566199232,0.9940859393996433
MS67005,0,2,8,8,4,0,0,3,0,3,25,3.3567628964311944,1.0047885349664376,1.5953693261543855
MS67006,0,0,6,8,15,12,20,14,8,1,83,6.186101934405635,0.5577415421254316,1.5887936616834213
MS67007,0,0,1,2,3,0,0,0,0,5,6,1.164964745021435,1.452966314513558,0.7842585153737718
MS67008,0,0,0,0,0,1,2,0,0,6,3,0.7440238091428449,1.8559214542766738,0.5351621290142332
MS67009,0,0,0,1,0,3,2,0,1,4,7,1.1259916264596033,1.203735681882337,0.7553997659121252
MS68001,0,7,9,0,7,2,1,0,0,3,26,3.770183777256185,1.0851335368973758,1.7421609788643333
MS68002,0,0,0,0,1,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
MS68003,0,5,2,1,1,0,0,0,0,4,9,1.7268882005337975,1.435871998146676,0.9437485459168775
MS68004,0,1,0,0,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
MS68008,0,0,0,2,1,0,0,0,0,6,3,0.7440238091428449,1.8559214542766738,0.5351621290142332
MS68009,0,0,0,0,1,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
MS68010,0,2,1,0,0,0,0,0,0,6,3,0.7440238091428449,1.8559214542766738,0.5351621290142332
MS68011,0,0,0,1,0,1,0,0,0,6,2,0.4629100498862757,1.7320508075688772,0.3783192139298859
MS68013,0,3,1,0,0,3,2,2,2,2,13,1.1877349391654208,0.6837072628704299,0.7584445479100372
MS68015,0,0,0,8,2,0,0,0,0,6,10,2.815771906346718,2.1071307505705477,1.2645899381513335
MS68017,0,3,1,3,3,0,0,0,0,4,10,1.4880476182856899,1.1135528725660042,0.9876051828626884
MS69001,0,3,9,7,6,1,6,7,1,0,40,2.9760952365713798,0.5567764362830021,0.8970357105446047
MS69002,1,8,5,9,10,9,11,12,6,0,70,2.3754698783308417,0.25394841192330253,0.3018206494015254
MS69003,0,2,15,4,11,5,11,13,6,0,67,4.718883039751796,0.527058017403271,0.79625784276025
MS69004,0,5,1,4,9,5,6,8,5,0,43,2.445841952609133,0.42565128413309594,0.6330439147565403
MS69005,0,1,6,2,7,3,6,2,2,0,29,2.326094212561969,0.6002377650182487,0.6668356239553068
MS69006,1,17,21,22,16,15,15,18,14,0,138,2.9154759474226504,0.158097277023706,0.16726962595483452
MS69007,0,2,10,2,4,3,3,4,5,0,33,2.5877458475338284,0.5868156585162753,0.5247229868052041
MS69008,0,0,2,0,0,0,0,1,2,5,5,0.9161253813129043,1.3711309200802089,0.6721278292075594
MS69009,0,0,3,1,2,1,2,0,6,2,15,1.9594095320493148,0.9775252199076786,0.9464122824863346
MS70001,1,5,3,8,5,4,7,2,6,0,40,2.0,0.3741657386773941,0.4385217975657276
MS70002,0,1,1,1,0,0,1,1,3,2,8,0.9258200997725514,0.8660254037844386,0.5592691144719175
MS70003,0,0,0,0,1,0,1,1,1,4,4,0.5345224838248488,1.0,0.4484626500136215
MS70004,0,0,0,0,3,2,7,3,8,3,23,3.1367635732209265,1.0205821386352611,1.505233681670429
MS70005,0,1,0,0,0,0,0,0,1,6,2,0.4629100498862757,1.7320508075688772,0.3783192139298859
MS70006,1,1,2,1,1,2,1,2,2,0,12,0.5345224838248488,0.3333333333333333,0.24200898364080792
MS70007,1,15,19,15,18,10,11,11,7,0,106,4.166190448976482,0.2941218352475452,0.36287254338533836
MS70008,0,2,1,4,2,0,1,4,0,2,14,1.5811388300841898,0.8451542547285166,0.8761228165768635
MS70009,0,1,0,2,2,1,3,3,1,1,13,1.0606601717798212,0.6105579948610594,0.5855937054264861
MS70010,1,10,8,8,9,8,10,15,9,0,77,2.326094212561969,0.2260635738380417,0.21143931430648588
MS71001,0,3,10,2,4,3,5,1,4,0,32,2.7255405754769875,0.6373774391990981,0.6494706536099843
MS71002,0,5,1,5,5,3,3,0,7,1,29,2.326094212561969,0.6002377650182487,1.001884310981489
MS71003,0,0,1,0,1,1,3,2,0,3,8,1.0690449676496976,1.0,0.6988546316343252
MS71004,0,0,0,2,1,2,2,0,3,3,10,1.164964745021435,0.8717797887081348,0.7984590864879255
MS71005,0,1,0,0,0,0,2,1,1,4,5,0.7440238091428449,1.1135528725660042,0.560397448177701
MS71006,0,0,0,1,2,0,1,0,1,4,5,0.7440238091428449,1.1135528725660042,0.560397448177701
MS71007,0,0,1,2,3,3,2,0,4,2,15,1.4577379737113252,0.7272474743090476,0.8645965998357243
MS71008,0,2,4,5,6,1,2,6,7,0,33,2.2320714274285347,0.5061603966209112,0.6593159106317183
MS71009,0,0,2,5,3,4,1,1,2,1,18,1.6690459207925603,0.693888666488711,0.7823582229236703
MS71010,0,0,1,3,0,2,1,0,0,4,7,1.1259916264596033,1.203735681882337,0.755399765912125
MS71011,0,5,1,13,3,2,9,5,5,0,43,3.9256482631170977,0.6831828289101572,0.8700120877826549
MS71012,0,1,1,0,0,0,1,0,0,5,3,0.5175491695067657,1.2909944487358056,0.4315213324989562
MS71013,0,3,0,1,2,2,1,3,3,1,15,1.1259916264596033,0.5617433182117573,0.6243105061743088
MS71014,0,0,0,2,1,0,0,0,0,6,3,0.7440238091428449,1.8559214542766738,0.5351621290142332
MS71015,0,0,3,2,1,2,3,1,2,1,14,1.0350983390135313,0.5532833351724882,0.5834763396756957
MS71016,0,5,5,2,1,2,4,4,5,0,28,1.6035674514745464,0.42857142857142855,0.51795406408417
MS71017,0,2,3,2,1,4,7,3,1,0,23,1.9594095320493148,0.6375164477658773,0.593602801092546
MS72001,0,2,0,6,2,0,0,0,0,5,10,2.1213203435596424,1.5874507866387544,1.1406007073724274
MS72002,0,5,2,4,1,3,3,3,1,0,22,1.3887301496588271,0.4723774929733302,0.4921610414263673
MS73001,0,6,1,2,4,2,0,0,0,3,15,2.1671244937540095,1.081151649348457,1.1452250183564106
MS73002,0,1,1,0,1,0,1,1,2,2,7,0.6408699444616557,0.6851187890446742,0.4607040169144694
MS73003,0,1,4,5,3,3,2,2,2,0,22,1.2817398889233114,0.43598468393751993,0.41263402744906297
MS73004,0,2,3,4,2,2,2,1,5,0,21,1.3024701806293193,0.46413306403852206,0.41429807163806465
MS73005,0,6,3,8,4,10,14,5,11,0,61,3.814914340921881,0.46800335815148186,0.5825870928621006
MS73006,0,3,1,6,1,2,0,0,3,2,16,2.0,0.9354143466934853,0.9894234570254663
MS73007,1,9,8,11,14,14,15,9,10,0,90,2.712405363721075,0.225530923668716,0.2462214226542201
MS73008,0,2,3,4,0,0,2,1,3,2,15,1.4577379737113252,0.7272474743090476,0.8645965998357243
MS73009,0,0,1,0,0,4,1,0,0,5,6,1.3887301496588271,1.7320508075688774,0.8023924951804466
MS73010,0,1,3,1,2,1,0,0,14,2,22,4.652188425123938,1.582445016866292,1.3858101816352284
MS73011,0,0,1,1,1,3,0,7,2,2,15,2.295181287579947,1.1450376024878444,1.002788352128428
MS74001,0,0,0,1,2,3,3,2,2,2,13,1.1877349391654208,0.6837072628704299,0.7584445479100372
MS74002,0,2,4,3,3,1,1,5,6,0,25,1.807721533549109,0.5411099703387473,0.5988356588544921
MS74003,1,8,7,5,7,4,6,9,2,0,48,2.2677868380553634,0.35355339059327373,0.47412149027596295
MS74004,1,6,6,4,6,3,6,1,4,0,36,1.8516401995451028,0.38490017945975047,0.5480877242092603
MS74005,0,3,3,2,1,2,3,10,4,0,28,2.7774602993176543,0.7423074889580903,0.6413944371364635
MS74006,0,2,2,0,0,1,1,0,1,3,7,0.8345229603962802,0.8921425711997711,0.6055088115710234
MS75001,0,1,4,1,0,0,0,4,8,3,18,2.866057521105554,1.1915339216404008,1.3647329436959188
MS75002,0,3,5,10,13,15,13,16,14,0,89,4.764076885549662,0.4005740105612559,0.6913198228498987
MS75003,0,1,1,0,1,0,0,0,1,4,4,0.5345224838248488,1.0,0.4484626500136215
MS75004,0,7,4,4,5,0,2,11,11,1,44,3.9641248358604595,0.674199862463242,1.2549539615591008
MS75005,0,3,5,2,1,0,0,0,3,3,14,1.8322507626258087,0.9793792286287205,1.0671797502073104
MS75006,0,3,5,1,2,1,0,3,1,1,16,1.6035674514745464,0.75,0.7538044274256626
MS75007,1,40,55,36,37,38,61,45,36,0,348,9.54687682663064,0.20529392068381322,0.2207185424523357
MS76001,0,7,4,3,0,1,0,0,0,4,15,2.5877458475338284,1.2909944487358056,1.3592820967226373
MS76003,1,105,97,126,103,118,100,83,75,0,807,16.694203442255894,0.15480542658246277,0.18326116456485364
MS76004,1,5,9,9,5,8,8,6,3,0,53,2.1998376563477846,0.31060523836140247,0.3800424733716721
MS76005,0,13,19,5,4,1,0,0,0,3,42,7.086203900134804,1.2625784365297954,2.3811152553106947
MS76007,0,4,5,9,11,4,10,0,0,2,43,4.274091382136927,0.7438225856613709,1.7230725442661954
MS76008,0,0,0,0,0,1,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
MS77001,0,9,6,4,24,30,32,25,35,0,165,12.42046122907105,0.56331043036234,1.1807954140031995
MS77010,0,0,0,0,1,0,4,3,2,4,10,1.5811388300841898,1.1832159566199232,0.9940859393996433
MS77012,1,4,8,8,8,12,14,9,14,0,77,3.4615231989895516,0.33641126875295113,0.43437568988668196
MS78002,0,0,0,0,0,0,0,0,3,7,3,1.0606601717798212,2.6457513110645907,0.6325269194381529
MS78003,0,5,0,2,1,4,7,7,4,1,30,2.6049403612586386,0.6497862896539309,1.070517933611653
MS78004,0,2,2,0,3,0,0,2,3,3,12,1.3093073414159542,0.8164965809277259,0.8952207016107245
MS78005,0,0,4,0,2,6,6,4,3,2,25,2.356601669474803,0.7054076835419358,1.2042580866698596
MS78007,0,3,0,1,0,0,1,1,1,3,7,0.9910312089651149,1.0594569267279519,0.6325269194381529
MS78008,0,0,4,1,0,2,0,2,5,3,14,1.9086270308410553,1.0202040612204073,1.0784831672017527
MS78009,0,2,1,1,1,0,0,0,3,3,8,1.0690449676496976,1.0,0.6988546316343252
MS79001,0,2,0,0,8,4,0,0,0,5,14,2.9154759474226504,1.558387444947959,1.449317220537313
MS79003,0,0,0,5,0,0,0,0,0,7,5,1.7677669529663689,2.6457513110645907,0.8841610122369188
MS79004,0,0,2,19,13,38,19,0,0,3,91,13.647998283369512,1.1223326064098376,3.7776481996461744
MS79005,0,0,0,1,6,6,0,0,0,5,13,2.7222627143085005,1.5670422144202585,1.411886891984662
MS80001,0,1,1,6,2,4,4,4,2,0,24,1.7728105208558367,0.5527707983925666,0.594045364319018
MS80002,0,1,4,2,0,0,0,0,2,4,9,1.4577379737113252,1.2120791238484125,0.9147209347477998
MS80003,0,3,2,2,4,0,0,0,0,4,11,1.5979898086569353,1.087114613009218,1.0394007698947352
MS80004,0,2,0,2,0,0,0,0,0,6,4,0.9258200997725514,1.7320508075688772,0.6628926886460285
MS80005,1,16,10,12,15,9,12,10,16,0,100,2.8284271247461903,0.21166010488516726,0.23379035469814347
MS80006,0,2,1,0,1,1,0,2,2,2,9,0.8345229603962802,0.693888666488711,0.576502106311302
MS80007,0,2,3,1,3,3,2,0,0,2,14,1.2817398889233114,0.6851187890446742,0.8065179837155789
MS80008,0,3,5,2,3,8,4,1,3,0,29,2.1339098923270936,0.5506454973334935,0.5661233881517791
MS80009,0,0,1,1,0,0,0,1,0,5,3,0.5175491695067657,1.2909944487358056,0.4315213324989562
MS81001,0,7,2,3,1,1,1,3,1,0,19,2.065879266282796,0.8136644649337004,0.6568546835770415
MS81002,0,0,2,1,0,0,0,0,0,6,3,0.7440238091428449,1.8559214542766738,0.5351621290142332
MS81005,0,0,0,1,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
MS81006,0,0,0,0,0,0,0,2,8,6,10,2.815771906346718,2.1071307505705477,1.2645899381513335
MS81007,1,8,11,17,7,6,12,13,8,0,82,3.693623849670827,0.3370798770996403,0.37755046379467005
MS81008,0,3,5,1,1,1,4,1,1,0,17,1.6420805617960927,0.7228356310261476,0.6154727484739715
MS81009,0,1,4,0,1,0,1,0,0,4,7,1.3562026818605375,1.4498416521560313,0.7807252635923418
MS81010,0,5,1,1,1,0,1,0,1,2,10,1.5811388300841898,1.1832159566199232,0.7422402253269382
MS82001,0,5,3,4,2,1,2,2,3,0,22,1.2817398889233114,0.43598468393751993,0.41263402744906297
MS82002,0,0,0,0,0,5,1,0,3,5,9,1.8850918886280925,1.567415108851765,1.0769264373291252
MS82003,0,2,1,1,3,0,2,2,0,2,11,1.0606601717798212,0.721568539381252,0.6837692250312546
MS82004,0,1,0,0,0,0,0,0,1,6,2,0.4629100498862757,1.7320508075688772,0.3783192139298859
MS82005,0,0,0,0,0,0,0,0,3,7,3,1.0606601717798212,2.6457513110645907,0.6325269194381529
MS82006,0,1,0,3,6,1,5,6,5,1,27,2.445841952609133,0.6778890821378936,1.078906889077409
MS82007,0,3,2,6,29,0,7,5,21,1,73,10.273926777458142,1.0531921648781055,1.9542112078975027
MS82008,0,0,0,1,0,1,0,0,1,5,3,0.5175491695067657,1.2909944487358056,0.4315213324989562
MS82009,0,0,0,0,0,0,0,0,6,7,6,2.1213203435596424,2.6457513110645907,0.9896985224200869
MS89012,0,0,0,0,1,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
MSCJ181,0,1,2,1,0,0,1,2,1,2,8,0.7559289460184544,0.7071067811865476,0.525457947110332
MT01001,0,0,0,0,35,28,34,51,24,3,172,19.43487292765985,0.8455655331487368,5.306002864625392
MT01002,0,0,0,2,0,0,0,0,0,7,2,0.7071067811865476,2.6457513110645907,0.4746462044137798
MT01013,0,2,1,0,0,0,0,0,0,6,3,0.7440238091428449,1.8559214542766738,0.5351621290142332
MT01018,0,2,0,1,0,0,0,0,0,6,3,0.7440238091428449,1.8559214542766738,0.5351621290142332
MT01020,0,9,2,1,0,0,6,4,3,2,25,3.1367635732209265,0.9389355675444402,1.3444307180831734
MT01021,0,0,0,1,0,0,0,1,0,6,2,0.4629100498862757,1.7320508075688772,0.3783192139298859
MT02001,1,46,46,36,34,43,31,39,35,0,310,5.70087712549569,0.13761760650130028,0.15424390543298117
MT02003,0,1,1,3,0,2,0,0,1,3,8,1.0690449676496976,1.0,0.6988546316343252
MT02005,0,0,1,1,0,0,0,0,0,6,2,0.4629100498862757,1.7320508075688772,0.3783192139298859
MT02011,0,4,1,1,3,2,2,1,2,0,16,1.0690449676496976,0.5,0.4066813049292526
MT02012,0,1,0,1,2,0,2,1,1,2,8,0.7559289460184544,0.7071067811865476,0.525457947110332
MT02032,0,0,0,1,1,0,0,0,0,6,2,0.4629100498862757,1.7320508075688772,0.3783192139298859
MT02035,0,0,0,0,0,0,0,0,1,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
MT02036,0,0,0,1,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
MT02037,0,0,0,1,0,0,0,0,1,6,2,0.4629100498862757,1.7320508075688772,0.3783192139298859
MT02039,0,0,0,2,0,0,0,0,0,7,2,0.7071067811865476,2.6457513110645907,0.4746462044137798
MT03001,1,70,64,83,63,58,54,57,54,0,503,9.80433577556379,0.14586268539582614,0.15545750835357763
MT03002,0,0,0,0,0,10,9,7,9,4,35,4.749060057376767,1.0153917510809634,2.3767758837946453
MT03030,0,2,2,0,0,1,0,0,0,5,5,0.9161253813129043,1.3711309200802089,0.6721278292075594
MT03031,0,0,0,0,0,0,0,0,7,7,7,2.4748737341529163,2.6457513110645907,1.0858857967599063
MT03035,0,0,1,0,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
MT03052,0,2,4,7,5,7,6,0,11,1,42,3.370036032024414,0.6004533434723092,1.1697599391293538
MT03100,0,0,0,3,4,3,0,1,5,3,16,2.0,0.9354143466934853,1.1758013279418247
MT04001,1,30,33,32,41,33,25,37,44,0,275,6.093028803476971,0.16580382712986177,0.18976867803130126
MT04010,0,1,1,0,0,0,0,0,0,6,2,0.4629100498862757,1.7320508075688772,0.3783192139298859
MT04011,1,20,10,14,16,16,11,10,11,0,108,3.625307868699863,0.25119740678241737,0.2729660675809271
MT04012,0,0,0,9,0,5,5,7,7,3,33,3.6425069859723185,0.8260007982084249,1.865551124544735
MT04031,0,0,2,0,0,0,0,0,0,7,2,0.7071067811865476,2.6457513110645907,0.4746462044137798
MT04033,0,6,5,3,7,4,2,2,3,0,32,1.8516401995451028,0.4330127018922193,0.448246715083809
MT05001,1,20,11,22,11,16,7,16,10,0,113,5.221863378417434,0.3458128085412375,0.4315634746760848
MT05002,0,0,0,0,0,0,0,0,1,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
MT05011,0,11,6,6,6,10,5,10,2,0,56,3.070597894314954,0.4103259033241449,0.5680401010942255
MT05012,0,0,0,0,0,0,0,4,1,6,5,1.407885953173359,2.1071307505705477,0.7977140403253662
MT05013,0,7,0,3,4,2,2,6,6,1,30,2.434865792722759,0.6073622386096199,0.9752123220623958
MT05031,0,0,0,0,0,0,0,1,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
MT05034,0,0,1,1,0,0,0,0,0,6,2,0.4629100498862757,1.7320508075688772,0.3783192139298859
MT05035,0,1,0,0,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
MT05040,0,3,2,0,0,0,0,0,0,6,5,1.1877349391654208,1.7776388834631178,0.7865037871768068
MT05042,0,0,0,0,0,0,0,1,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
MT06001,0,0,0,6,25,15,22,10,28,2,106,11.016221805008415,0.7777156168122622,2.989885018232492
MT06002,0,4,4,4,1,0,0,0,0,4,13,1.9955307206712847,1.1487065017744675,1.2176899943458266
MT06003,0,1,1,1,0,1,0,0,0,4,4,0.5345224838248488,1.0,0.4484626500136215
MT06004,0,2,4,2,2,2,3,0,1,1,16,1.1952286093343936,0.5590169943749475,0.6256695568142763
MT06005,0,0,0,0,0,0,2,1,1,5,4,0.7559289460184544,1.4142135623730951,0.5629512148509475
MT06006,0,0,1,0,1,1,0,0,0,5,3,0.5175491695067657,1.2909944487358056,0.4315213324989562
MT06012,0,8,11,1,9,6,10,11,14,0,70,3.9188190640986296,0.41893937996043373,0.879410080151716
MT06013,0,0,0,1,0,0,0,0,1,6,2,0.4629100498862757,1.7320508075688772,0.3783192139298859
MT06016,0,1,0,1,2,1,2,1,0,2,8,0.7559289460184544,0.7071067811865476,0.525457947110332
MT06033,0,0,0,2,6,2,4,1,2,2,17,2.03100960115899,0.8940402443276861,1.0000756649144535
MT06036,0,0,0,1,1,0,0,1,3,4,6,1.0350983390135313,1.2909944487358056,0.6748406150858026
MT06039,0,1,0,0,1,0,3,0,6,4,11,2.1339098923270936,1.4517017656973918,1.1066596370187387
MT06051,0,1,0,2,0,2,2,3,3,2,13,1.1877349391654208,0.6837072628704299,0.7584445479100372
MT06053,0,0,0,1,3,2,2,4,0,3,12,1.5118578920369088,0.9428090415820635,0.9403321184312381
MT06056,0,0,0,0,0,0,0,0,2,7,2,0.7071067811865476,2.6457513110645907,0.4746462044137798
MT07001,0,10,4,6,8,17,10,13,17,0,85,4.779046527738113,0.42074246452347447,0.5648651165874474
MT07002,0,0,21,15,12,18,12,0,0,3,78,8.598172563316663,0.8249080995972006,3.277522361190945
MT07003,0,0,6,0,2,10,7,13,2,2,40,4.810702354423639,0.9,1.794392236591782
MT07011,0,1,2,2,1,0,0,1,1,2,8,0.7559289460184544,0.7071067811865476,0.525457947110332
MT07012,0,1,6,0,2,0,0,3,4,3,16,2.2038926600773587,1.0307764064044151,1.1934358701894299
MT07013,0,9,2,0,0,0,0,0,2,5,13,3.113908889391045,1.7924892611893914,1.3646444922427983
MT07014,0,0,2,5,4,2,4,0,0,3,17,2.03100960115899,0.8940402443276861,1.1918384137282945
MT07015,0,5,6,10,3,2,7,2,6,0,41,2.748376143938713,0.5016332634439788,0.6080528817946105
MT07016,0,5,2,0,0,0,0,0,0,6,7,1.807721533549109,1.932535608352669,1.0020396650547014
MT07017,0,5,5,0,0,2,3,3,1,2,19,1.9955307206712847,0.7859570801614778,1.0594370510494948
MT07018,0,6,1,0,0,0,1,9,14,3,31,5.276294695549683,1.2736830337032021,2.0456532957547644
MT07031,0,2,3,1,2,2,0,1,3,1,14,1.0350983390135313,0.5532833351724882,0.5834763396756957
MT07036,0,0,1,2,0,2,0,0,2,4,7,0.9910312089651149,1.0594569267279519,0.732082338824857
MT08001,0,1,9,7,6,9,11,2,7,0,52,3.4641016151377544,0.4985185152621431,0.8877059197035486
MT08011,0,0,0,0,0,3,0,0,1,6,4,1.0690449676496976,2.0,0.6748406150858024
MT10001,0,1,0,4,1,1,2,0,0,3,9,1.3562026818605375,1.1276546183435798,0.7901676738165127
MT10003,0,0,0,1,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
MT10011,0,1,2,1,0,0,0,0,2,4,6,0.8864052604279183,1.1055415967851332,0.6533319624835885
MT10015,0,0,0,0,0,0,0,0,1,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
MT10017,0,0,3,1,1,2,0,1,0,3,8,1.0690449676496976,1.0,0.6988546316343252
MT12001,1,9,11,14,13,14,7,6,11,0,85,3.0676887530703447,0.2700762419587999,0.3325223356688154
MT13001,0,23,18,11,9,15,8,6,3,0,93,6.631903411324901,0.5336410835990348,0.781062243664814
MT13002,0,0,4,1,0,0,0,0,3,5,8,1.6035674514745464,1.5,0.9852199138365987
MT13003,0,9,6,11,9,7,2,5,2,0,51,3.2923070504261465,0.48308568606882035,0.7056272737536438
MT13005,0,2,5,5,4,5,3,6,0,1,30,1.9820624179302297,0.4944132324730442,0.8923136899577315
MT13010,0,0,0,0,0,0,2,6,7,5,15,2.948970764763288,1.4712050993809274,1.5308914734148553
MT13012,0,0,0,0,0,1,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
MT13014,0,6,0,8,6,9,6,7,2,1,44,3.0237157840738176,0.51425947722658,1.167017093201633
MT13015,0,3,9,11,6,0,0,2,5,2,36,4.035556254807296,0.8388704928078611,1.61140281009243
MT13034,0,0,0,0,0,0,0,0,1,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
MT14001,0,0,0,0,8,7,7,9,8,3,39,4.086126352846737,0.7840453769959311,2.0831312611286736
MT14101,0,0,0,0,1,0,0,0,1,6,2,0.4629100498862757,1.7320508075688772,0.3783192139298859
MT15001,0,8,3,8,8,10,1,9,10,0,57,3.313931631332013,0.4350735707942893,0.8400108562823956
MT15003,0,0,1,0,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
MT15004,0,1,0,1,1,1,0,1,1,2,6,0.4629100498862757,0.5773502691896257,0.3783192139298859
MT15013,0,12,9,0,0,0,0,0,0,6,21,4.926241685388278,1.7554579610635013,2.091929419631606
MT15014,0,0,1,0,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
MT15015,0,1,0,0,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
MT15032,0,0,2,0,1,0,0,0,0,6,3,0.7440238091428449,1.8559214542766738,0.5351621290142332
MT15101,0,0,2,6,7,10,3,1,3,1,32,3.3806170189140663,0.7905694150420949,1.189831164766574
MT16001,0,0,1,4,3,1,4,1,3,1,17,1.5526475085202969,0.6834676493307206,0.7790610423769324
MT16002,0,0,1,0,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
MT16011,0,3,0,1,1,0,0,0,0,5,5,1.0606601717798212,1.5874507866387544,0.6887186019441878
MT16099,0,1,0,1,1,0,0,0,0,5,3,0.5175491695067657,1.2909944487358056,0.4315213324989562
MT17001,0,4,1,1,2,0,3,3,3,1,17,1.3562026818605375,0.5969936214760129,0.7087097828326447
MT17002,0,1,0,0,0,0,1,0,0,6,2,0.4629100498862757,1.7320508075688772,0.3783192139298859
MT17012,0,0,7,4,0,0,0,0,0,6,11,2.669269563007828,1.815907668676198,1.3702619125712587
MT17099,0,0,0,0,1,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
MT18001,0,8,2,0,3,0,1,0,2,3,16,2.6726124191242437,1.25,1.210635259263193
MT18011,0,6,4,3,0,5,1,1,2,1,22,2.1213203435596424,0.721568539381252,0.9359593515038693
MT18034,0,0,1,0,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
MT19032,0,0,1,0,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
MT20001,0,0,2,3,1,2,0,0,0,4,8,1.1952286093343936,1.118033988749895,0.8242717102229693
MT20002,0,1,0,0,1,0,0,0,0,6,2,0.4629100498862757,1.7320508075688772,0.3783192139298859
MT20004,0,3,0,0,1,3,4,2,1,2,14,1.4880476182856899,0.7953949089757174,0.8624859587622167
MT21001,0,2,2,0,0,3,4,4,1,2,16,1.6035674514745464,0.75,0.9189808607090344
MT21002,0,0,1,0,0,1,0,2,1,4,5,0.7440238091428449,1.1135528725660042,0.560397448177701
MT22001,0,0,1,2,0,2,0,0,2,4,7,0.9910312089651149,1.0594569267279519,0.732082338824857
MT22003,0,4,2,5,2,1,1,2,3,0,20,1.4142135623730951,0.5291502622129182,0.48515223851571476
MT23001,0,0,0,0,0,0,0,1,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
MT23005,0,0,0,0,0,0,0,0,1,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
MT24001,0,0,1,1,3,2,0,0,0,4,7,1.1259916264596033,1.203735681882337,0.755399765912125
MT25004,0,1,0,0,0,0,0,0,0,7,1,0.3535533905932738,2.6457513110645907,0.27770376826483245
MT25006,0,1,0,0,0,0,0,0,2,6,3,0.7440238091428449,1.8559214542766738,0.5351621290142332
MT25008,0,0,0,3,1,1,0,0,0,5,5,1.0606601717798212,1.5874507866387544,0.6887186019441878
